id	source with headwords	gender labels of headwords
3105	[[Li]] and his [[wife]] left the [[group]] and [[Zhang Fan]] and [[Lü Yingchun]] proclaimed that they were themselves the "Two Witnesses."	Male,Female,Amb,Amb,Amb
3106	Today, he is the [[owner]] of the world's largest private collection of bottles by the celebrated French glass artist [[René Lalique]].	Male,Amb
3107	In two motions, the Federal [[Council]] was called upon to "introduce a report and motion regarding the constitutional granting of the same voting rights and eligibility for election to female Swiss [[citizens]] as to male Swiss [[citizens]]".	Amb,Female,Male
3108	As an [[author]], he is considered a systematiser of the philosophical thought.	Male
3109	([[Editor]]): Über [[Arno Schmidt]].	Amb,Amb
3110	[[Page]] shifted her artistic focus dramatically when discovering the Electronic Music program at the school.	Female
3111	Human rights defense [[lawyers]] considered the [[Sun]] and [[Cheng]] cases together as a victory for the budding weiquan movement.	Amb,Amb,Amb
3112	Before the Burst, she was an artificial life form [[researcher]].	Female
3113	In the House of Lords, [[Fisher]] became Crown Representative of the General Medical Council in September 1974 and later chaired the Esperanto Group.	Amb
3114	Back at headquarters, only [[Gwendolyn]] believes in [[Lucy]] and [[Paul's]] sincerity, while the [[Guardians]] are convinced of a plot by the Florentine [[Alliance]] that has been fighting the [[Count]] of Saint Germain for centuries.	Amb,Amb,Amb,Amb,Amb,Male
3115	Even as a [[student]], several [[companies]] invited him to take part in various expeditions.	Male,Amb
3116	Even among [[scholars]] of [[Hegel]] and of the reception of Hegel and [[Marx]] at the Frankfurt School, particularly by [[Herbert Marcuse]], [[Carlos Perez]] is a regular speaker at international meetings.	Amb,Amb,Amb,Amb,Amb
3117	As a [[student]] she worked on the action of thiopurine methyltransferase.	Female
3118	[[She]] stayed with the remaining [[pupils]] as the only Jewish [[teacher]] until the school was closed in September 1941.	Female,Amb,Female
3119	She is a shy and passive but honest [[person]].	Female
3120	Each of the television programs have strange quirks that vary from subtle to blatantly obvious such as a [[detective]] show where the [[protagonist]] has "baby legs", or a parody of Garfield named "Gazorpazorpfield", where the [[characters]] (male Gazorpians) have arms growing out of their heads.	Amb,Amb,Male
3121	Hours after news of the crime broke, an anonymous Air Force [[employee]] called the Ogden [[police]] and told them that [[Andrews]] had confided to him months earlier, "One of these days I'm going to rob that Hi-Fi shop, and if [[anybody]] gets in the way, I'm going to kill them."	Male,Amb,Male,Amb
3122	In 1983 [[she]] became [[director]] of the Institute for New Testament Textual Research (which was founded in 1959 by her husband [[Kurt Aland]]) and also the Bible Museum.	Female,Female,Male
3123	A curious school [[student]] on excursion asks her [[guide]] why it was dismantled, to which [[Chitti]] responds, "Naan sinthikka arambichen" (I started thinking).	Female,Amb,Amb
3124	The other [[character]], "[[Reader’s]]" posture is similar the only difference being that he has a book in front of him open at the last pages.	Male,Male
3125	[[He]] paid homage to King [[Philip I]] of France for these estates and sat as a French Peer in the Parliament held at Poissy.	Male,Male
3126	As local [[politician]] she also was a member of the City Council in Dresden.	Female
3127	Her prestige as a [[narrator]] would arrive with novels like Betúlia, El gust de la pols (The flavour of dust) and especially for Un lloc entre els morts (A place for the death), Sant Jordi Price of 1968.	Female
3128	[[Fisher]] was named assistant professor at the University of Pittsburgh and established the laboratory of surgical research at that institution, of which he was director.	Male
3129	And was extended in both a [[women's]] and a [[men's]] competition 470-boat class, in which at the men the Britains [[Merricks]] / [[Walker]] and among women the Ukrainians [[Taran]] / [[Pakholchyk]] after twelve races the European title won.	Female,Male,Amb,Amb,Female,Female
3130	In November 1798 [[Abraham]] was declared insane.	Amb
3131	Although England and Scotland were in personal union under one [[monarch]] – [[James I]] became the first monarch to style himself "King of Great Britain" in 1604 – they remained two separate kingdoms.	Male,Male
3132	As a freelance [[director]], she directed in 1998 different opera houses in Germany and Austria, including [[Monteverdi's]] L'Orfeo in Aachen, Acis and Galatea at the Berlin State Opera and [[Wolfgang Amadeus Mozart's]] Zaide in Nuremberg/Erlangen.	Female,Amb,Amb
3133	His trademark was the rhythmic "walking" bass line, a steady series of ascending or descending notes, and it brought him the nickname "The [[Walker]]".	Male
3134	Aside from this, she is a caring and gentle [[person]] and often gives [[Madoka]] advice whenever she is troubled.	Female,Amb
3135	The bullet that hit [[Black]] contained this cure, and he awakens healed.	Male
3136	Now genuinely reformed, Little [[Joe]] begins a new, happy life with his loving [[Petunia]].	Male,Amb
3137	It was destroyed by arson in 1964 during a [[student]] riot.	Amb
3138	As [[professor]] she is also in charge at the International Academy of Architecture (IAA).	Female
3139	Their only [[child]], a daughter, died as an infant.	Female
3140	This triumphal arch was built in 1765 on the occasion of the wedding of [[Archduke Leopold]], the second son of Empress [[Maria Theresa]] and [[Francis Stephen of Lorraine]], to the Spanish princess, [[Maria Luisa]], on 5 August 1765.	Male,Female,Amb,Female
3141	In his book The Forgotten Dead: Why 946 American [[Servicemen]] Died Off The Coast Of Devon In 1944 – And The Man Who Discovered Their True Story, published in 1988, [[Ken Small]] declares that the event "was never covered up; it was 'conveniently forgotten'".	Male,Male
3142	The gallery closed in 1934 and [[Aniante's]] books were banned in some parts of Europe because of his opposition to [[Benito Mussolini]], so the [[couple's]] financial situation deteriorated.	Male,Amb,Amb
3143	The song's female [[narrator]] describes the scenario of a young [[girl]], who dreams of becoming a country artist, heading out of town to Nashville, Tennessee in pursuit of her dream.	Female,Female
3144	His daughter [[Katia]] was the first female in Munich to earn the qualifications for university admission and was one of the first active women [[students]] at Munich University.	Female,Female
3145	As a [[child]], she attended Galina Primary School.	Female
3146	Besides [[Bogdanović's father]] committing suicide, his [[cousin]] and [[uncle]] suffered from mental illnesses, the latter being treated and eventually dying in a mental institution.	Male,Amb,Male
3147	[[Wheeler]] then wakes up.	Amb
3148	As the [[founder]] and director of the first male [[teachers]] school in the city, he saw in football the educational value of the physical, social and emotional development, as well as the opportunity for development of the youthful mind, with the goal of ethical virtues to maintain.	Male,Male
3149	She's a proud building [[owner]].	Female
3150	[[Deputy]] Head of Mission and Her Mayesty[['s]] Consul she was from 2005 to 2008 at the British Embassy in Riga and from 2008 to 2012 in Kiev, returning to the Ukraine.	Female,Female
3151	The reports also mention that most of the [[victims]] were [[women]] and [[children]], without giving numbers.	Female,Female,Amb
3152	The book's narrative is divided evenly between two boys named [[Will Grayson]], with [[Green]] having written all of the chapters for one and [[Levithan]] having written the chapters for the other, presented in an alternating chapter fashion.	Male,Male,Male
3153	After becoming an [[assistant]] to [[Eileen Ford]] of Ford Models, she soon quit modeling.	Female,Amb
3154	The [[contestant]] must bear everything the [[person]] wishes to do with them while sitting across from their new [[friends]] and their new friend's [[parents]].	Amb,Amb,Amb,Amb
3155	An [[officer]] intervened.	Amb
3156	Here was a [[teenager]] who was insane at the time of the shootings.	Amb
3157	He is a [[professor]] at the University of Bordeaux.	Male
3158	After her return to Frankfurt, [[she]] was appointed [[director]] of the “DGD-Library and Documentation Center”.	Female,Female
3159	She is also a [[supporter]] of LGBT rights.	Female
3160	The Gnostic Apocalypse of [[Adam]], which may date to the 1st or 2nd century, refers to a legend in which [[Solomon]] sends out an army of [[demons]] to seek a [[virgin]] who had fled from him, perhaps the earliest surviving mention of the later common tale that Solomon controlled demons and made them his slaves.	Male,Male,Amb,Amb
3161	[[They]] sometimes intermarry with [[human]] [[beings]] (typically the [[female]]), whose [[offspring]] will share a mane, tail, and/or webbed digits.	Amb,Female,Amb,Female,Amb
3162	From 1988 to 1994 [[she]] was the [[editor]] of Language, the journal of the Linguistic Society of America.	Female,Female
3163	On February 4, 1961, the People's Movement for the Liberation of Angola (MPLA) took credit for the attack on the prison of Luanda, where seven [[policemen]] were killed.	Male
3164	[[She]] is also a founding [[member]] of the World Forum on Acoustic Ecology (WFAE).	Female,Female
3165	[[We]] know that security has to be tight all the time and the [[president]] knows .	Amb,Amb
3166	"[[I]] need a [[partner]] by my side," he says.	Male,Amb
3167	As an example of this, game director [[Kazuyuki Yamai]] said that some of the [[staff]] would be used to contemporary games featuring "sweet" female [[characters]] who "say nice things", and as a result would want to add that "sweetness" to Shin Megami Tensei IV; meanwhile, Yamai saw the series as having "bitter" content, and thought that it would not be possible to add "sweetness" to it.	Amb,Amb,Female
3168	The fifth [[child]], a girl, stands to the left behind this [[boy]].	Female,Male
3169	His [[mother]] died when he was a [[child]], and he was raised by an [[aunt]], and early on they tried, unsuccessfully to guide him towards becoming a cleric.	Female,Male,Female
3170	Her endorsement deal with Nike was the first time the [[company]] had signed such a deal with an openly gay [[athlete]].	Amb,Female
3171	[[Fleming]] demanded money.	Amb
3172	From PDP's merger into the Republican Party in April 2012, until her resignation in 2017, [[she]] was the [[Secretary]]-[[General]] of the centrist party.	Female,Female,Female
3173	The total is $ 10,000, of which the [[winner]] earn $ 5,000, second place $ 3,000 and third place $ 2,000.	Amb
3174	[[She]] was a useful member of the Women[[']]s Liberal Association and later in 1907 a member of the Women's Social and Political Union (WSPU).	Female,Female
3175	During this time [[she]] was also [[advisor]] of [[Duke Maurice of Saxony]], when he took over from his [[father]].	Female,Female,Male,Male
3176	As [[chair]] of the US [[delegation]] here in this Parliament, I am only too well aware of the many slings and arrows of outrageous fortune that make up the trade disputes between the EU and the United States of America.	Amb,Amb
3177	A hundred and twenty-five million [[children]], mainly [[girls]], do not receive any education.	Female,Female
3178	[[They]] have had their little pleasures, Mr [[President]].	Amb,Male
3179	A young [[person]] who is not recognised as an individual with his own experiences and his own knowledge is a rejected human being.	Male
3180	Furthermore, [[we]] believe that this deficiency in the legislation may be exacerbating a very serious phenomenon, that is, the rejection by young [[people]] of motherhood.	Amb,Female
3181	The pregnant [[worker]] must be provided with adequate protection, which is designed for their specific circumstances, but this should not mean discrimination or a reduction in their work opportunities, but quite the opposite.	Female
3182	[[I]] would particularly like to thank the [[Minister]] for the work she is doing in her own country and as President-in-Office of the Council, and I would like to make a connection between the work of the Presidency-in-Office of the Council and the work of the [[Commission]], focusing on one point: employment.	Amb,Female,Amb
3183	[[Whoever]] undertakes a free initiative creates at least one job - his own - and often employs [[family]] members and other [[people]] as well.	Male,Amb,Amb
3184	General [[White]], an Englishman, of the future European rapid reaction force, meets [[Captain Rossi]], an Italian.	Male,Amb
3185	As the [[rapporteur]] on that proposal, which failed to reassure me, I believed I was doing the right thing, this time, in waiting for another ruling by the [[Court]] of Justice in a similar case, the Marshall case. This ruling was issued in November 1997 and, this time, was not in favour of Mr Marshall, who felt that he was being discriminated against when a positive action was taken in favour of a female [[colleague]].	Amb,Amb,Female
3186	[[I]] believe that the European Parliament should currently be sensitive to the fact, condemned by certain NGOs, that four [[Palestinians]] may be executed if [[Yasser Arafat]] does not commute the sentences handed down for internal activities within the Palestinian area or for collaboration.	Amb,Amb,Amb
3187	Madam [[President]], [[Commissioner]], [[ladies]] and [[gentlemen]], [[I]] wish to thank Mr [[Olsson]] for his good and critical report, which does a thorough job of highlighting some difficult points.	Female,Amb,Female,Male,Amb,Male
3188	[[I]] would also like to say on behalf of the international [[community]] that we welcome the condemnation by the Palestinian [[leadership]] and by President [[Arafat]] himself of the [[terrorist]] acts.	Amb,Amb,Amb,Male,Amb
3189	That also applies to the decision-making process and at all costs [[we]] want to preserve the phenomenon that the Governing Council's decisions are decisions by a collegiate body and that every individual [[member]] of that body will defend and describe the outcome of certain discussions as if he had been 100% enthusiastic about those decisions.	Amb,Male
3190	B5-0601/2002 by Mrs [[Maij-Weggen]] and [[others]], on behalf of the PPE-DE Group, on the situation in Sudan;	Female,Amb
3191	If some far-sighted [[person]] fifteen years ago had written out the agenda for this European Council, as it now is, complete with the reunification of Europe, he would have been thought to be deluded!	Male
3192	[[I]] would like to ask the [[Commissioner]] whether he agrees with the [[President]] of the United States of America that perhaps Europe's position on trade in genetically modified crops is having an effect on our trade with the southern African countries in agricultural products, thereby affecting their ability to feed themselves?	Amb,Male,Amb
3193	. (ES) Madam [[President]], Mrs [[Ghilardotti]] has already referred to the importance of this issue, to its complexity, to the experiments that have already been conducted in countries such as Australia and South Africa and to the experiments that [[we]] have also started in the Union.	Female,Female,Amb
3194	It was not at Moscow's behest that [[Castro]] led a revolution; he was prompted to do so by the unrest among the Cuban [[people]].	Male,Amb
3195	Which of the world’s parliaments do [[you]] think has the highest proportion of women [[members]]?	Amb,Female
3196	The Danish Liberal Party’s Members of the European Parliament – Mrs [[Riis-Jørgensen]], Mr [[Busk]] and Mrs [[Jensen]] – voted against Amendment No 3, tabled by the Independence and Democracy [[Group]].	Female,Male,Female,Amb
3197	When a sports [[team]] is a business, winning at all costs becomes for the [[athlete]] and the team what the market demands in order to advertise and sell the products of the business [[groups]], in other words in order to increase their profits.	Amb,Amb,Amb
3198	[[I]] support the report by my colleague Mrs [[Drčar Murko]] and thank her for her careful treatment of the issue.	Amb,Female
3199	Indeed, the [[Prime Minister]] is reported to have said that his own Presidency has stalled.	Male
3200	The benefits of regional integration, market access and integrated trade and development, as my colleague Mrs [[Martens]] said, are absolutely clear.	Female
3201	For this reason [[I]] support the adoption of this compromise solution, particularly as it is the Day of the [[Child]] in Poland today, and this is the present that our children most deserve.	Amb,Amb
3202	Mr [[President]], [[Commissioner]], [[I]] would like to extend my [[group's]] thanks to the rapporteurs, Mrs [[Kovács]] and Mrs [[Gál]], and I do not do so as a formality, but because both rapporteurs have had a very laborious task to perform and have set out, on this [[House's]] behalf, a strong and convincing position, one that is backed by a large majority and will, it is to be hoped, also impress the [[Council]].	Male,Amb,Amb,Amb,Female,Female,Amb,Amb
3203	[[I]] just want to reiterate something to which Mrs [[Berès]] has referred, namely that [[we]], in the Szejna report, forcefully put forward the view that market forces should, in the first instance, be allowed free rein, so that we could see how this directive proved itself in practice, and that we would decide whether further steps were needed when the [[Commission]], in 2011/2012, had brought out the first report.	Amb,Female,Amb,Amb
3204	Let [[me]] assure [[you]] first of all that I will of course brief and inform my [[colleague]].	Amb,Amb,Amb
3205	The [[director]] of Frontex has a maximum of five working days in which to decide how to intervene.	Amb
3206	(FR) Madam [[President]], [[I]] would first like to congratulate Mrs [[Valenciano]] on this report, which combines courage and ambition and I support her in all her proposals.	Female,Amb,Female
3207	(PT) [[I]] congratulate the rapporteurs Mr [[Corbett]] and Mr [[Méndez de Vigo]] on their excellent work and the good example of cooperation.	Amb,Male,Male
3208	[[Vice-President]] of the Commission. - (FR) Mr [[President]], [[ladies]] and [[gentlemen]], Mrs [[Ferrero-Waldner]] is unable to attend this meeting.	Amb,Male,Female,Male,Female
3209	One of the [[teachers]] was killed whilst trying to shield a [[pupil]] with her own body.	Amb,Female
3210	[[author]]. - (FI) Mr [[President]], I would like to make a final comment on the debate [[we]] have just had and say that, as Chairman of the Subcommittee on Human Rights, I recently sent a letter to the Conference of Committee [[Chairs]], asking it to consider bringing these discussions forward, so that Parliament may be fully attended and also so that the Council can have a more prominent role here in the discussion.	Male,Male,Amb,Amb
3211	(ES) Mr [[President]], a Spanish Central Criminal Court [[judge]] has confirmed what many of [[us]] were already aware of, namely that [[Hugo Chávez]], the President of Venezuela, cooperates with ETA and FARC [[terrorists]].	Male,Amb,Amb,Amb,Amb
3212	It is worth reminding [[everyone]] of the tragic situation of the [[herring]] population in the Western Baltic.	Amb,Amb
3213	Mr [[Wathelet]] is a little sad; he has the impression that too little has been done.	Male
3214	Christianity has played a very important part in our discussions today but many honourable [[Members]] have pointed out that this also needs to apply in ensuring that [[we]] have respect and tolerance for other faiths in everything that we do.	Amb,Amb
3215	(HU) Mr [[President]], [[Commissioner]], [[ladies]] and [[gentlemen]], nuclear safety has a human face.	Male,Amb,Female,Male
3216	Mrs [[Harms]], you have made sweeping statements referring to the old [[boys']] network and suggested that the national nuclear regulatory [[bodies]] are not fulfilling their statutory tasks. [[I]] believe that this is a serious accusation which implies a lack of trust in your fellow Member Mr [[Trittin]] who, as German Federal Environment Minister, was responsible for this regulatory body in Germany for seven years.	Female,Male,Amb,Amb,Male
3217	Let [[me]] ask [[you]] how the individual [[citizen]] in Europe can check where his data is stored in Europe and what data is stored and what means of influence he has to protect his privacy in this connection.	Amb,Amb,Male
3218	In any case a political dialogue must be established as soon as possible with all the Algerian [[authorities]] and democratic [[powers]], to find a solution to the current crisis and, hence, restore as quickly as possible the civil peace needed for the forthcoming legislative elections.	Amb,Amb
3219	Indeed, the [[author]] of the report herself refers to the need to involve the [[consumer]] at every stage of the process.	Female,Amb
3220	And as Mrs [[Green]] has already pointed out, these are obstacles of which the [[Turks]] themselves are increasingly aware.	Female,Amb
3221	A female secret service [[agent]] was quartered because she denounced [[government]] attacks on the [[press]].	Female,Amb,Amb
3222	[[Inspectors]] have a link there, either an [[employee]] relationship or a fee relationship, so that they depend on the slaughterhouses.	Amb,Amb
3223	The Danish Social [[Democrats]] support this idea and see this proposal in particular as something which could make the coins more recognizable and so benefit the [[blind]] and [[elderly]].	Amb,Amb,Amb
3224	It appears, for instance, that the European [[citizen]] feels less optimistic about biotechnology, whilst his knowledge of modern biotechnology has in fact increased.	Male
3225	Mr [[President]], with respect for your management of proceedings, Mr [[Provan]] has described quite clearly exactly what happened during the vote on Recital A. [[You]] called for the vote on Recital A, and the first calls of "check' were heard immediately afterwards.	Male,Male,Amb
3226	Mr [[President]], on behalf of the Socialist Group, [[I]] want to congratulate my colleagues in the Committee on Fisheries, Mrs [[Langenhagan]], Mr [[Kindermann]] and Mr [[Kofoed]], on their excellent reports which have a common underlying theme, namely sustainable fishing in the North Sea and the Baltic Sea.	Male,Amb,Female,Male,Male
3227	[[We]] do not have confidence in what the [[Minister]] is going to do because, since the beginning of the process, she has mistaken her role and is more involved in making declarations than participating in negotiations, as she should.	Amb,Female
3228	[[I]] would like to end with the remark, as his [[mother]] declared with great dignity at his funeral, that while [[Matub]] may no longer be with [[us]] in person, his songs and poems will remain deep in our hearts for ever and his struggle for peace will continue.	Amb,Female,Male,Amb
3229	[[We]] are losing a great [[companion]], a great worker and also a great woman.	Amb,Female
3230	The [[head]] of the plant said to [[me]]: 'Why do I have to label all my furniture for Ikea in Germany with some strange 'E's?	Amb,Amb
3231	The next item is the recommendation for second reading (A4-0001/99), on behalf of the [[Committee]] on the Environment, Public Health and Consumer Protection, on the common position adopted by the [[Council]] (5474/98 - C4-0538/98-95/0029(SYN)) with a view to adopting a Council Regulation establishing common rules and procedures to apply to shipments to certain non-OECD countries of certain types of waste (Rapporteur: Mr [[Virgin]]).	Amb,Amb,Male
3232	Basketball [[players]]	Amb
3233	[[Walker]]	Amb
3234	The [[Owl]] and the [[Pussy-Cat]]	Amb,Amb
3235	Books of [[Samuel]]	Amb
3236	[[Doctor]] and the [[Medics]]	Amb,Amb
3237	[[Ward]] Hunt Island	Amb
3238	Party for [[People's]] Dignity	Amb
3239	[[George Washington]] Book Prize	Amb
3240	[[Ajahn]] means [[teacher]].	Amb,Amb
3241	[[Love]] and his [[Rangers]] received the $1,000 reward money.	Male,Amb
3242	He was once a basketball [[star]], but he broke his hip.	Male
3243	The nonlinear structure alternates between the narration of her life in Vietnam as a [[child]] and her first return to Vietnam and her [[family]] in 1986.	Female,Amb
3244	The [[artist]] and his [[family]] lived in the house for quite some time, even though [[Christiansen]] worked for the most part outside of Darmstadt in later years.	Male,Amb,Amb
3245	The ensuing feud led to the deaths of 11 republican [[paramilitaries]] and a number of nationalist [[civilians]], such as the [[head]] of the Falls Road taxi association, whose business was affiliated with the Provisionals.	Amb,Amb,Amb
3246	[[She]] is also a founding [[partner]] in Cartoon Saloon, an Irish animation studio based in Kilkenny that did the key animation for The Breadwinner.	Female,Female
3247	It was justified by the fact that she was a subordinate [[employee]] who had acted out of compassion.	Female
3248	[[Smith]] learns from [[Abendsen]] that [[people]] can only travel to the other world if their [[counterpart]] there has died.	Amb,Amb,Amb,Amb
3249	The Italian Union [[reporters]] commemorated the [[journalist]] with the inauguration of a green area named after him in Viale Campania, an important avenue in Palermo, in the presence of [[family]] members.	Amb,Male,Amb
3250	On November 10, 1941, [[Cläre Tisch]] was deported together with her sisters [[Marie]] and [[Gerda]], her brother-in-law [[Leo Marcus]], and her niece [[Arnhild Marcus]] in a group of 992 Jewish [[co-citizens]] from Wuppertal, Düsseldorf, and Essen to the ghetto in Minsk, where she was murdered very likely in 1942 or 1943.	Female,Female,Female,Male,Female,Amb
3251	From 1985 to 2005 [[she]] was [[Executive]] Director of the Petroleum Institute of Thailand.	Female,Female
3252	The [[girl]] gradually falls in love with the unknown [[singer]].	Female,Amb
3253	In the 17th century a [[chief]] known as the Petit Brak or Little King ruled over a region known variously as Biffeche or Gangueul with capital at Maka.	Male
3254	[[Ralph]] summons his [[shipmates]] (Sir [[Joseph's]] female [[relatives]] also arrive) and tells them that he is bent on suicide.	Male,Amb,Male,Female
3255	As a costume [[designer]], [[he]] participated in several performances of the municipal theater, and he was a member of the "Committee for the Conservation of the Adam [[Mickiewicz]] Monument".	Male,Male,Amb
3256	A European [[journalist]] was quoted as saying "I have never seen [[policemen]] patrolling on Tiananmen Square carrying fire extinguishers.	Amb,Male
3257	Eventually, the male [[victims]] may be very vague in explaining their injuries when they are seeking medical or mental health services.	Male
3258	One night, [[Tony]] becomes drunk in the company of a woman [[reporter]] and boasts he will jump out of an airplane at 15,000 feet (4,600 m) with his hands handcuffed behind his back.	Male,Female
3259	In the version for piano solo, the tenor, trumpet, and basset-horn material is either incorporated into the piano texture, or is hummed, whistled, or spoken by the [[pianist]], adding to the polyphonic layers played on the keyboard.	Amb
3260	From 1990 to 2001 she was the [[editor]] of the Student Texts of the London Mathematical Society.	Female
3261	In Zwei, she is referred to as "[[professor]]".	Female
3262	The [[Bolsheviks]] killed three of her brothers, Grand Dukes [[Nicholas]], [[George]] and [[Serge]], during the Russian Revolution.	Amb,Male,Male,Male
3263	From 1969 to 1998 [[he]] was an extraordinary [[professor]], from 1977 until his retirement in 2002.	Male,Male
3264	From 1995 to 1996, [[she]] was subsequently [[head]] of the purchasing department at Art Verlag in Innsbruck.	Female,Female
3265	Ever since [[he]] has been the medical [[director]] for Research and Education at the Gezeitenhaus Clinic in Bonn.	Male,Male
3266	From 2008 to 2009 she was the programme [[director]] of the public Danish Broadcasting Corporation.	Female
3267	The article was killed "immediately after the Chinese [[embassy]] became aware of it," according to the [[journalist]].	Amb,Amb
3268	The female [[members]] of the household, including [[Falkes']] [[wife]], and [[Henry de Braybrooke]] were released, the royal standard was raised over the tower, and the next day [[William]] and the [[garrison]] surrendered.	Female,Amb,Female,Amb,Amb,Amb
3269	[[Green]] attracted attention a game against Basketball [[Löwen Braunschweig]], where he scored a missed free throw of an [[opponent]] in the final second, according to his own statement without any intention, in his own basket and created the "drunken self-spark".	Male,Amb,Amb
3270	[[They]] slept together, and [[Angel]] became pregnant.	Amb,Female
3271	In April 2014, [[Cox]] was honored by GLAAD with its Stephen F. Kolzak Award for her work as an advocate for the transgender [[community]].	Female,Amb
3272	Even as a [[student]], she designed poster designs for the Jenaer Philharmonie.	Female
3273	The [[musicians]] said in an interview with music magazine Alternative Press that a young [[girl]] had contacted the band, writing that her [[boyfriend]] had died in a car accident, and that they had met for the first time during a Pierce the Veil concert.	Amb,Female,Male
3274	After the war [[she]] went on to be a successful [[writer]].	Female,Female
3275	As a [[Jew]], [[she]] was not allowed to use public transportation, so she had to walk from her home on the west side of the city to Haidhausen and back every day.	Female,Female
3276	One of [[them]] became later wife of [[Israel Singer]], between 1986 and 2001 Secretary General of the World Jewish Congress.	Female,Amb
3277	One [[family]] [[member]] claimed part of the dyke as his own.	Amb,Male
3278	As such, [[they]] had to shoot the scenes and edit them to fit his [[character]] into the movie.	Amb,Amb
3279	His [[character]] is himself as a Ferrari F430.	Male
3280	When a group of [[barons]] led by [[Henry's]] sons [[Henry the Young]] King, [[Geoffrey]], Duke of Brittany, and Prince [[Richard]], later Richard the Lionheart, took part in the Revolt of 1173–1174 against the king's rule, the king spent £116 on building work at Peveril and Bolsover Castles in Derbyshire.	Amb,Male,Male,Male,Male
3281	Afterwards she became an [[editor]].	Female
3282	The Louisa Gross Horwitz Prize for Biology or Biochemistry is an annual prize awarded by Columbia University to a [[researcher]] or group of researchers who have made an outstanding contribution in basic research in the fields of biology or biochemistry.	Amb
3283	In a few lines the song describes the pain of separation of the [[singer]] after a failed relationship.	Amb
3284	He is also [[editor]] for Geometry & Topology.	Male
3285	[[Chuck Flores]] was the [[group's]] original drummer but did not record with them.	Amb,Amb
3286	[[He]] is presently the [[director]] of the German Cultural Center in Iași., researcher at and Director of the Iași Institute of Archaeology.	Male,Male
3287	[[He]] is a [[member]] of the International Institute for Strategic Studies (IISS) in London.	Male,Male
3288	The [[Virgin]] and her [[lover]].	Female,Amb
3289	It is the highest international distinction a [[nurse]] can achieve and is awarded to nurses or nursing [[aides]] for "exceptional courage and devotion to the [[wounded]], [[sick]] or [[disabled]] or to civilian [[victims]] of a conflict or disaster" or "exemplary services or a creative and pioneering spirit in the areas of public health or nursing education".	Amb,Amb,Amb,Amb,Amb,Amb
3290	The Centre Party decided on 30 November 2015 that the party would choose their presidential [[candidate]] already in June 2016.	Amb
3291	Not a complete list of each [[cast]] member endorsements.	Amb
3292	In July 2004, [[Yoshimi]] and historian [[Yuki Tanaka]] announced the discovery of the documents in National Archives of Australia that demonstrated that cyanide gas was tested on Australian and Dutch [[prisoners]] in November 1944 on the Kai Islands.	Amb,Amb,Amb
3293	There are over 19,000 full-time [[students]] in more than 180 programs.	Amb
3294	"[[Bush]], [[Carter]] Stay the Night at White House".	Amb,Amb
3295	[[Agatha Lillian Hellman's]] play was inspired by the true story of two Scottish school [[teachers]] whose lives were destroyed when they were falsely accused by one of their [[students]] of engaging in a lesbian relationship.	Amb,Amb,Female
3296	In the TV series, he is a somewhat different [[character]].	Male
3297	[[I]] have considerable reservations about how this will work in practice, but [[we]] should welcome the principle that Mrs [[Lucas]] has put forward.	Amb,Amb,Female
3298	There was a large crowd of [[pensioners]] and elderly [[people]] and they said to [[me]]: "Mr [[Fatuzzo]], we were not able to vote for your Pensioners' Party because, as you see, we are here in the afterlife.	Amb,Amb,Male,Male
3299	When I was the UK [[Minister]] responsible for [[carriers']] liability and other immigration issues, I always found that although the UK had strict rules on carriers' liability the system itself was open to criticism for being to some extent unbalanced and unfair.	Amb,Amb
3300	This would not have been the case in various other Member States, or had [[he]] been a religious [[minister]] from a non-Christian organisation.	Male,Male
3301	Recently - this also affects me as an [[Italian]] - an Italian hospital in Kabul, one of the few that was working in a decent, modern way, had to be closed because the [[staff]] were threatened with reprisals, since the regime would not accept that [[women]] could work there in close contact with male [[doctors]] and [[nurses]].	Amb,Amb,Female,Male,Male
3302	[[We]] should heed the words of the [[leader]] of the opposition in Zimbabwe.	Amb,Amb
3303	It is imperfect because, even when [[one]] uses the device mentioned by Mrs [[Jackson]] yesterday of a paper to cover the screen, it is easy for one's [[colleagues]] behind and beside to see how one voted.	Amb,Female,Amb
3304	Mr [[President]], [[Commissioner]], [[I]] would like it to be noted that I am speaking in place of Mr [[Pérez Álvarez]], who has been the shadow rapporteur for this report on behalf of my [[group]] and who is able to attend this sitting.	Male,Amb,Amb,Male,Amb
3305	Mr [[President]], Madam [[Vice-President]], [[I]] wanted to reply to my Bavarian [[colleague]], but he has left the chamber.	Male,Female,Amb,Male
3306	The debate should proceed in an atmosphere of mutual respect, and on that score [[we]] should thank both Mrs [[Van Lancker]] and the shadow rapporteur from our Group, Mrs [[Müller]], for the way in which they have worked together.	Amb,Female,Female
3307	Mr [[President]], [[Commissioner]], [[ladies]] and [[gentlemen]], the report [[we]] are going to vote on tomorrow has kept us very busy in the [[Committee]] on the Environment, Public Health and Consumer Policy over recent months, particularly the rapporteur, Mrs [[Corbey]], whom [[I]] would like to congratulate, because this subject is far from easy and she has had to work very hard.	Male,Amb,Female,Male,Amb,Amb,Female,Amb
3308	[[We]] expect that here in the European Parliament, where 30% of the [[Members]] are women, which means that we are somewhat better than average, things will be even better after the elections, so that we will move significantly closer to the goal of equal representation of [[men]] and [[women]] in this House.	Amb,Female,Male,Female
