id	source with headwords	gender labels of headwords
836	Subject: Dismissal of a secondary school [[teacher]] in Slovakia for encouraging use of the [[minority]] Hungarian language	Amb,Amb
837	The situation of laying [[hens]] in various systems of rearing is serious from an [[animal]] welfare point of view.	Female,Amb
838	[[I]] did not realise that she was such a fine [[diplomat]] when it comes to politics and the telecommunications and radio sector.	Amb,Female
839	As a relatively liberal, perhaps very liberal, European [[politician]] where agriculture is concerned, I should like to say that [[we]] ourselves within the EU ought to reflect upon how we can change the CAP, Agenda 2000 and what follows Agenda 2000 and consider how we might get rid of subsidies which drive down the level of trade.	Amb,Amb
840	Finally, [[I]] would like to ask the [[representative]] of the European Commission, with regard to this last point as well as to the report in general, if he is really going to take account of the recommendations made within the framework of this consultation, once they have been approved by this [[Parliament]].	Amb,Male,Amb
841	A trophy is also presented to both a male and a female [[athlete]] for the most outstanding performance.	Female
842	[[I]] committed suicide," that is to say, [[he]] chose to end his own life so as not to reveal military secrets under torture.	Male,Male
843	At 25 years of age and in her fifth gestation, the [[sovereign]] became obese and her births became even more complicated.	Female
844	[[She]] openly says so in one of the e-mails she exchanges with her uncle [[Norman]] (on a regular basis since he is her therapist).	Female,Male
845	According to a [[blogger]], [[Harper]] returned home to Sumner County, Tennessee, and was living there with her [[mother]] and a [[niece]] according to the 1900 census.	Amb,Female,Female,Female
846	[[She]] left her husband [[Thatcher]] for Dr. [[Webber]], but he could not bring himself to leave his [[wife]].	Female,Male,Male,Female
847	"Now, [[I]] surely have [[you]]," said [[he]], but the youngest [[brother]] replied, "No, I will come down on your youngest [[daughter]] there."	Male,Amb,Male,Male,Female
848	[[She]] was formerly training [[assistant]] before her [[boss]] learned of her pregnancy.	Female,Female,Amb
849	[[They'll]] see [[Henry]] as a lost soul resisting Christian power until that becomes impossible, then sing praises when it does.	Amb,Amb
850	"[[I]] think the best thing I ever did on that was to find [[Verity Lambert]]," he told Doctor Who Magazine in 1993.	Male,Amb
851	The following day, [[Mallard]] puts [[Frank]] on a story about an uprising in Ecuador, and assigns [[Finch]] to accompany him.	Amb,Male,Amb
852	[[I]] really wrote it for me and my [[friends]] to pop in from start to finish", she said in a 2013 interview for MTV.	Female,Amb
853	[[I]] did not realize, at the time, that [[we]] had a condition," and he attributes this change of heart to "our own enriched experience".	Male,Amb
854	For [[Carpenter]], sexual education meant forwarding a clear analysis of the ways in which sex and gender were used to oppress [[women]], contained in Carpenter's radical work Love's Coming-of-Age.	Amb,Female
855	The episode's ending, which sees [[Hall]] fall into some gravitonium, indicates that this is how he gains his Graviton abilities in the series.	Male
856	On November 10, 1978 (10 months after he was sworn in), [[White]] resigned his position on the San Francisco Board of [[Supervisors]], saying that his annual salary of $9,600 was not enough to support his [[family]].	Male,Amb,Amb
857	[[He]] is also a [[fan]] of the Cones of Dunshire, a board game that [[Ben]] invented in season 6.	Male,Male,Amb
858	A [[person]] who is only interested in the final outcome of an activity would consider it to be an Outcome Failure if the core issue has not been resolved or a core need is not met.	Amb
859	While a [[student]] there, thanks to professor [[Franco Borlandi]], a specialist in Medieval economic history, he discovered his passion for economic history.	Male,Amb
860	In 2010, [[she]] was a [[designer]] on Extreme Makeover: Home Edition.	Female,Female
861	If [[Satan]] drives out Satan, he is divided against himself.	Male
862	[[Hunter]] had married his sister, the poet and socialite [[Anne Home]], in July 1771.	Male,Female
863	"[[Mama]]" was commercially successful in Europe.	Female
864	He is a somewhat reserved [[individual]] who lacks self-confidence, often questioning his ability to lead.	Male
865	[[Baker]] suggested that he may have stayed in the role for one series too many.	Male
866	The scene in which [[Andy]] and several [[inmates]] tar the prison roof can be seen as a recreation of the Last Supper, with Andy obtaining beer/wine for the twelve inmates/disciples as [[Freeman]] describes them as the "lords of all creation" invoking [[Jesus']] blessing.	Amb,Amb,Amb,Male
867	The two pranks that occur in the book are similar to pranks that [[Green]] pulled at his high school.	Male
868	In the abstract of the paper, published in ZooKeys in August 2012, the [[authors]] called the find "a joint discovery by citizen [[scientist]] and professional [[taxonomists]]."	Amb,Amb,Amb
869	[[Ward]] didn't win the competition, but her fragile, unique look, got the attention of a [[spotter]] from Vivien's Model Agency who saw her potential and made a show reel.	Female,Amb
870	As a [[youth]] she attended summer theater camps in Kansas City.	Female
871	[[Clara]], refusing to believe that she is not a real princess, claims that her [[father]] can protect [[them]].	Female,Male,Amb
872	However, a mysterious [[figure]] in a black hoodie appears and knocks [[Ian]] of the bell tower into the ropes, strangling him and saving [[Spencer]].	Amb,Male,Amb
873	His [[parents]] bought the Café de la Poste bar in the middle of Paris while he was a [[child]] and at the age of 15 he left school to work in the café.	Amb,Male
874	[[Ai]] has lied about having a [[boyfriend]] in college, and also keeps a notebook like [[Eita's]].	Amb,Male,Amb
875	Since 1983 [[he]] was [[editor]] of Plasma Physics Reports (Fizika Plasmy).	Male,Male
876	Since the on-screen credits in many older Hong Kong movies are often sparse and frequently contain errors themselves, and [[cast]]/[[crew]] members often worked (and sometimes still work) under different names, with a variety of different spellings, it can take some [[detective]] work to establish accurate credits for a particular film.	Amb,Amb,Amb
877	For example, one [[subject]] in [[Barrett's]] study said her [[parents']] standard response to her requests for expensive toys was, "You could take this (household object) and with a little imagination, it would look just like (an expensive gift)." (2) Exposure to abuse, physical or sexual, such that fantasizing provides a coping or escape mechanism.	Female,Amb,Amb
878	An [[Officer of Arms]] and a [[Secretary]] for the [[Knights Commander]] and [[Companions]] were established in 1815, but abolished in 1847.	Amb,Amb,Male,Amb
879	[[Rand]] acknowledged in the book's introduction that the term 'selfishness' was not typically used to describe virtuous behavior, but insisted that her usage was consistent with a more precise meaning of the term as simply "concern with [[one's]] own interests".	Female,Amb
880	Before the 1960s, explicit sexuality of any kind was rare in speculative fiction, as the [[editors]] who controlled what was published attempted to protect their perceived key market of adolescent male [[readers]].	Amb,Male
881	[[Jason Lipshutz]] of Billboard said that in the song, [[Lee]] is "trying to convince a romantic [[partner]] to stop 'spiraling down, down, down' and help her find a new beginning."	Amb,Amb,Female
882	In the immediate postwar years, Handley Page modified a number of O/400's to [[passenger]] use, which [[they]] flew on the London-Paris route as Handley Page Transport.	Amb,Amb
883	The new outfit referenced the previous one, retaining the long green coat and grey waistcoat, but making it appear more of an "[[adventurer's]]" rather than "[[gentleman's]]" outfit.	Amb,Male
884	[[Knight]] withdrew her threat to fire the [[professor]] but "doubled down" on her reinterpretation of academic freedom despite a major outcry from [[faculty]], [[students]] and [[alumni]].	Female,Amb,Amb,Amb,Amb
885	The [[singer]] is then seen performing a dance with several background [[dancers]] as they hold rollers in their hands and enter a place called "Roller City USA".	Amb,Amb
886	"[[Justin Bieber]], [[Taylor Swift]], [[Jennifer Lopez]] Storm Pop Songs".	Amb,Amb,Amb
887	It's a transcendent achievement that could single-handedly net the [[singer]]-turned-actress her first Oscar, reminding [[us]] yet again that she's one of the best [[vocalists]] right now in any genre, pop or otherwise."	Female,Amb,Amb
888	The explanation for his exalted position appears to be that as an older [[cousin]] who had never rebelled against the young [[Duke]], he was part of the kinship group of [[noblemen]] that [[William]] relied upon in governing Normandy and fighting-off frequent rebellion and invasions.	Male,Male,Male,Amb
889	[[Judge]] received his first story credit for the season 5 episode "The Warrior", and later wrote "The Changeling" on his own, focusing on [[Teal'c's]] self-identity.	Male,Amb
890	Definitions of "fine art photography" on [[photographers']] static Web pages vary from "the subset of fine art that is created with a camera" to "limited-reproduction photography, using materials and techniques that will outlive the [[artist]]".	Amb,Amb
891	[[Pedro II]], the ruling [[circles]] and the wider political [[establishment]] all considered a female [[successor]] to be inappropriate, and Pedro II himself believed that the death of his two [[sons]] and the lack of a male [[heir]] were a sign that the Empire was destined to be supplanted.	Male,Amb,Amb,Female,Male,Male
892	While studying at King's College, the [[pianist]] released his first album, Love Scene, through DECCA records.	Male
893	The last visual shows the [[singer]] standing among the slain bodies of the [[Minotaurs]], throwing off the cape while holding a pair of horns in her left hand.	Female,Amb
894	[[He]] is [[author]], co-author, editor or co-editor of 28 books.	Male,Male
895	Her relics were found to be fragrant and on the forehead of the [[saint]] herself were written the words, “Cordula, Queen and Virgin.”	Female
896	[[He]] is a [[partner]] in Ixsir, a winery in the northern coastal town of Batroun, Lebanon.	Male,Male
897	[[N'Jobu's]] [[partner]] reveals he is [[Zuri]], another undercover Wakandan, and confirms [[T'Chaka's]] suspicions.	Amb,Male,Male,Amb
898	After a rigid evaluation of capabilities for Music, which starts at the early age of seven and lasts three years long studying theory and vocal techniques, following the Escolania de Montserrat method (Coro de Meninos, which began in the 9th century at the Abadia N. S. de Montserrat, in Barcelona), the [[singer]] girl will be tested on the "ceremony of investiture" and will be chosen to integrate the [[choir]] and maybe some day will put on the "Sapatinho de Verniz" (Coat Shoe) symbol.	Female,Amb
899	The judgment of [[Severus]] himself is no doubt that which he puts in the mouth of his interlocutor [[Posthumianus]]: "[[I]] am astonished that one and the same man could have so far differed from himself that in the approved portion of his works he has no equal since the [[apostles]], while in that portion for which he is justly blamed it is proved that no man has committed more unseemly errors."	Male,Male,Male,Male
900	[[Mary II]] and [[Anne]] were crowned with small diamond crowns of their own; [[George]] [[I]], [[George II]], [[George III]] and [[William]] [[IV]] with the State Crown of George I; George IV with a large new diamond crown made specially for the occasion; and Queen [[Victoria]] and [[Edward VII]] chose not to use St Edward's Crown because of its weight and instead used the lighter 1838 version of the Imperial State Crown.	Amb,Amb,Amb,Male,Male,Male,Amb,Male,Female,Amb
901	This claim is usually associated with the claim, known as sedevacantism, that the present [[holder]] of the title of [[pope]] is a heretic and therefore not truly pope, as a result of which the faithful [[remnant]] of the Catholic Church has the right to elect a true [[pope]].	Male,Male,Amb,Male
902	The leader of this expedition was his vizier [[Amenemhat]], who is widely assumed to be the future pharaoh Amenemhet [[I]], the first king of the Twelfth Dynasty.	Male,Male
903	[[They]] also meet [[Mellie]], who guides them to find her husband, [[Gleeson Hedge]], at an army-surplus store, where they battle [[Naevius Sutorius Macro's]] automation and spy upon a talking [[horse]] instructing a [[servant]] to destroy [[Aeithales]].	Amb,Female,Male,Amb,Amb,Amb,Amb
904	Against the wishes of CBS [[executives]] (who were aware of his past failures) and due to a friendship with [[Charlie Sheen]], [[he]] was cast in 2003 to portray Alan [[Harper]] on the hit comedy series Two and a Half Men.	Amb,Amb,Male,Male
905	Here his Non-Chalcedonian beliefs quickly became apparent, resulting with his flight to [[Zeno]], who was then setting out for Antioch as commander of the East (Magister Militum per Orientem).	Male
906	At a July 2015 rally in Phoenix, Arizona, [[Trump]] was welcomed by the Maricopa County Sheriff [[Joe Arpaio]], turning over the lectern for part of his speech to a [[supporter]] whose [[child]] was killed in Los Angeles in 2008 by a Mexican-born [[gang member]].	Male,Amb,Amb,Amb,Amb
907	Midway through the performance, [[Cyrus]] grabbed a female backup [[dancer]], dipping her low, and simulated a kiss.	Amb,Female
908	The song deals with the mixed feelings of lust, fear and guilt that a female [[student]] has for a school [[teacher]] and vice versa, and inappropriateness leading to confrontation which is unravelled later on in the song.	Female,Female
909	The young [[chick]] is brooded in what is called the guard phase, spending time balanced on its [[parent's]] feet and sheltered in the brood pouch.	Female,Amb
910	The [[owner]] was prosecuted, fined and had to give a promise to the [[court]] that he would never again promote such entertainment.	Male,Amb
911	He's a climbing [[specialist]].	Male
912	In July 1324 and October 1361, regional [[noblemen]] set fire to Zwolle.	Male
913	From 1928 [[she]] was active as a [[lawyer]] in practice.	Female,Female
914	There have been four manga serializations of Princess [[Knight]] in Japan.	Female
915	Later female [[guards]] were dispersed to Bolzano (1944–45), Kaiserwald-Riga (1943–44), Mauthausen (March – May 1945), Stutthof (1942–45), Vaivara (1943–44), Vught (1943–44), and at other Nazi concentration camps, subcamps, work camps, detention camps, etc. Female guards were generally from the lower to middle class and had no relevant work experience; their professional background varied: one source mentions former [[matrons]], [[hairdressers]], [[tramcar-conductresses]], opera [[singers]] or retired [[teachers]].	Female,Female,Female,Female,Female,Amb
916	[[Kennedy]] and [[Romney]] held a widely watched late October debate without a clear [[winner]], but by then Kennedy had pulled ahead in polls and stayed ahead afterward.	Amb,Amb,Amb
917	Though the [[character]] is presented as the illegitimate son of [[Ned Stark]], [[David Orr]] voiced the doubt of some [[readers]] when he wrote in The New York Times in 2011, "[[Jon Snow]] is presented as the illegitimate son of the Stark patriarch, although it's uncertain whether Stark is indeed his father."	Male,Amb,Male,Amb,Male
918	During "Decode", [[Williams]] lost her voice and the two remaining songs in the setlist were played instrumentally.	Female
919	[[Turan]] similarly objected to what he perceived as extreme violence and rape scenes, and making most of the [[prisoners]] seem like a "bunch of swell and softhearted guys" to cast the prison experience in a "rosy glow".	Male,Male
920	An important [[figure]] in the American folk music revival of the 1950s and 1960s, [[she]] influenced many of the key [[figures]] of the folk-revival of that time, including [[Bob Dylan]], [[Joan Baez]], [[Mavis Staples]], and [[Janis Joplin]].	Female,Female,Amb,Amb,Amb,Amb,Amb
921	One of Tennessee's most prominent antebellum [[politicians]], [[he]] served in the House of Representatives from 1827 to 1841, and in the Senate from 1847 to 1859.	Male,Male
922	Her widely praised 1951 bestseller The Sea Around Us won her a U.S. National Book Award, recognition as a gifted [[writer]], and financial security.	Female
923	Since the spring of 2010, one or more of the Big Three relegated Greece, Portugal, and Ireland to "junk" status—a move that many EU [[officials]] say has accelerated a burgeoning European sovereign-debt crisis.	Amb
924	[[He]] latterly appeared to overwhelming acclaim for extended engagements at such legendary American theaters as The Ford's Theatre in Washington, D.C., the American Repertory Theater in Cambridge, Massachusetts, and the Geffen Playhouse in Los Angeles, demonstrating the timeless appeal of the work and the mastery of this unique [[artist]].	Male,Male
925	His letters (162 in number), addressed to [[persons]] of rank, [[friends]], and literary [[opponents]], throw valuable light upon the condition of the sophistical rhetoric of the period and the character of the [[writer]].	Amb,Amb,Amb,Male
926	[[Zhang Fan]] and [[I]] are the unique spokeswomen for the real ‘Almighty God.’	Female,Female
927	The [[Narrator]] is a fictional character appearing as both the central protagonist and antagonist of the 1996 [[Chuck Palahniuk]] novel Fight Club, its 1999 film adaptation of the same name, and the comic book Fight Club 2.	Amb,Amb
928	[[Potter]] died in a wingsuit flying accident in Yosemite National Park.	Amb
929	The [[engineer]] of that particular session later claimed that [[Minutemen]] had not got his permission to use the recording and reacted by releasing a bootleg album, ...Just a Minute Men.	Male,Amb
930	Impatient with the slow pace of instruction and the patronizing attitude of the male [[students]] and [[teachers]], [[she]] decided to study the old masters on her own.	Male,Male,Female
931	The staff writers were [[Schwartz]], [[Savage]], [[Heinberg]], [[Rosenberg]], [[Jane Espenson]], [[Debra J. Fisher]], [[Erica Messer]], [[Brian Oh]], [[J.J. Philbin]] and [[Liz Friedman]].	Amb,Amb,Amb,Amb,Amb,Amb,Amb,Amb,Amb,Amb
932	[[They]] have a son, [[Jacob]] (born 2005) and two daughters, [[Katherine]] ([[Kate]]) (born 2007) and [[Elizabeth]] ([[Ellie]]) (born 2010).	Amb,Male,Female,Female,Female,Female
933	In Orthodoxy [[he]] writes: "The worship of will is the negation of will … If Mr. [[Bernard Shaw]] comes up to [[me]] and says, 'Will something', that is tantamount to saying, 'I do not mind what you will', and that is tantamount to saying, 'I have no will in the matter.'	Male,Male,Male
934	Some of the paintings reflected the city as it was in the late seventies, but the spaces which had been transformed or disappeared victims of progress, the [[artist]] turned to recreate them to his own memories and photographs from his personal archive.	Male
935	[[She]] served as Deputy Director of the Kosovo Police, holding the rank of Major General, the most senior among women [[officers]] in Southeastern Europe.	Female,Female
936	As a major contract [[star]] for 20th Century-Fox during the 1940s and 1950s, she starred in a succession of musicals and romantic comedies.	Female
937	[[Aronofsky]] said of [[Piper]]: "He loved it.	Amb,Male
938	[[She]] is considered the first Latina and Spanish language transfemale [[rapper]] to date.	Female,Female
939	At first, while wrestling in Florida Championship Wrestling, [[Ace]] frequently teamed with his brother [[The Terminator]].	Male,Male
940	Since 1991 he has been a [[professor]] at the University of Michigan.	Male
941	She is also the [[CEO]] of the consulting firm ATMOS Research and Consulting.	Female
942	[[Roger]] is more inclined to co-operate with [[Cat]] and to entertain him.	Amb,Male
943	'[[He]] said he didn't want to live with [[me]],' she testified.	Male,Female
944	In 2005, [[Angel]] played herself in the season-two episode of Entourage entitled I Love You Too.	Female
945	Before [[Walker]] can enter the vehicle, he is attacked by a swarm of [[creatures]] inside his helmet, which causes his head to explode, killing him.	Male,Amb
946	Its opening episode, "A Scandal in Belgravia", attracted controversy from the tabloid newspaper Daily Mail, which reported that [[Irene Adler's]] nude scene early in the episode had been met with disapproval from some [[viewers]] who were concerned that it had been shown before the 9:00 pm watershed hour, before which [[adult]]-orientated content is not supposed to air.	Amb,Amb,Amb
947	[[She]] retired from her position as [[judge]] the same year.	Female,Female
948	[[Benedict]] xv	Amb
949	Most Promising [[Newcomer]] - Female	Female
950	La [[Belle]] et la [[Bete]]	Female,Amb
951	"Pro action sports [[athlete]]"	Amb
952	Maned [[wolf]]	Amb
953	I [[Corps]] (Germany)	Amb
954	Antiarrhythmic [[agent]]	Amb
955	[[Director]] of Photography	Amb
956	List of Olympic [[medalists]] in table tennis	Amb
957	[[Gentlemen's]] Singles 2nd round	Male
958	[[Kepler]] Mission	Amb
959	Eurovision Song Contest [[presenter]]	Amb
960	Dallas cowboy [[players]]	Male
961	Native [[Irish]]	Amb
962	List of [[Chancellor]] of Germany	Amb
963	FIFA World [[Player]] of the Year Third place	Amb
964	[[Molotov]]–[[Ribbentrop]] Pact	Amb,Amb
965	Professional [[wrestlers]] by nationality	Amb
966	[[President]] of bolivia	Amb
967	engineering [[assistant]]	Amb
968	Russian [[dancers]]	Amb
969	Book of [[Dan]].	Amb
970	Ex-Cumbia [[Dancer]]	Amb
971	Bishop [[Fish]]	Male
972	Category: Brazilian male [[models]]	Male
973	[[Piper]]	Amb
974	AMD [[Taylor]]	Amb
975	Let [[me]] finish by thanking the European [[Parliament]] for the support which the [[House]] has given to the proposed regulation on ECIP.	Amb,Amb,Amb
976	With your communication on a common asylum procedure and a uniform status valid throughout the Union for [[persons]] granted asylum [[you]] have brought forward some excellent proposals for harmonising asylum policy.	Amb,Amb
977	We are, after all, Israel's largest trading [[partner]].	Amb
978	Mr [[President]], [[Commissioner]], Madam [[Chairman]] of the Committee on Budgetary Control, [[Helmut]], fellow Socialist [[Members]] and [[Members]] from the other political [[groups]] who have worked with [[us]]: [[I]] believe we can be satisfied with the work we have done to date on the discharge of the budget of 2001, which enjoyed broad consensus in Cocobu and which failed to win the support only of [[those]] who, out of ideological prejudice against the European institutions, consider this exercise to be more a means of checking their growing strength than an instrument for correcting their mistakes.	Male,Amb,Female,Amb,Amb,Amb,Amb,Amb,Amb,Amb
979	With regard to [[passengers]], [[I]] would urge caution.	Amb,Amb
980	When the [[management]] of Thyssen Krupp announced the closure of the magnetic steel section, the whole city – as Mr [[Sacconi]] said – took to the streets with the [[workers]].	Amb,Male,Amb
981	[[I]] am very conscious that it has raised the political temperature in a number of Member States.	Amb
982	Mr [[President]], Mr [[Markov]], [[ladies]] and [[gentlemen]], [[we]] are dealing here with two closely linked matters.	Male,Male,Female,Male,Amb
983	No senior management [[official]] has the power or the right to require his [[staff]] to use one working language rather than another.	Male,Amb
984	– Mr [[President]], [[I]] thank the [[Commission]] for its report.	Male,Amb,Amb
985	As the [[author]] is not present, Question 21 lapses.	Amb
986	Nevertheless, [[I]] believe that if the [[customer]] is aware that the [[person]] with whom he is talking is a victim of trafficking, of force or of coercion, then he must think twice about what he is doing, including from the point of view of a possible criminal penalty.	Amb,Male,Amb
987	[[author]]. - (NL) Mr [[President]], it is becoming increasingly important for the [[residents]] in Congo to find a way to survive, even if it remains impossible to create a central [[government]].	Amb,Male,Amb,Amb
988	[[Commissioner]], [[ladies]] and [[gentlemen]], for years, the European Parliament has consistently called for the protection of pregnant [[employees]] and the updating of existing legislation relating to maternity leave.	Amb,Female,Male,Female
989	On the contrary, this particular resolution calls for more [[women]] to be employed in [[police]] and military missions and for the EU to deploy more women [[officers]] and [[soldiers]] in CSDP missions.	Female,Amb,Female,Female
990	It seems to [[me]] that many other states are promoting their interests very aggressively.	Amb
991	However, [[I]] believe that the number of cases of violence, including [[family]] violence, should lead [[us]] to take the side of those who suffer the most serious damage from lack of support: female [[victims]] of violence are statistically a much more dominant share than the few [[criminals]] who take advantage of the system to get the better of innocent [[men]].	Amb,Amb,Amb,Female,Amb,Male
992	As a civil rights [[activist]], [[he]] has given a face to Charter 08.	Male,Male
993	In particular in those fields where it has exclusive or shared competences, it considers essential, with regard to the EU's aspiration and need to be an effective global [[actor]] and to safeguard its position, a strengthening of the internal coordination necessary to speak with one voice, the ability to shape multilateral cooperation and lead collective action in addressing international challenges, namely those arising from the responsibility to protect, and the need to enhance [[human]] security, as a means of achieving global security.	Amb,Amb
994	It is easy to be an [[activist]]. It is not so easy to be rational and to try to achieve something.	Amb
995	Mr [[President]], [[ladies]] and [[gentlemen]], [[I]] should firstly like to congratulate the [[rapporteur]] on the stamina and patience which she has shown in drawing up her report.	Male,Female,Male,Amb,Female
996	The most important is that data protection be guaranteed for the [[individuals]] involved.	Amb
997	[[I]] wondered why, and found the answer in the report as well: our [[colleague]] says his aim and objective is to bring elected [[Members]] closer to the [[electors]].	Amb,Male,Amb,Amb
998	The current framework programme on energy is by no means coherent, with a variety of legal bases, as Mr [[Linkohr]] already mentioned.	Male
999	[[I]] said European pathways, and I want to emphasise that: these are not just national any more. They include [[student]] mobility, [[lecturer]] mobility, mixed systems and training experiences, and then there is integrated skills training, in other words training which is more work-linked and more adapted to helping young [[people]] into work.	Amb,Amb,Amb,Amb
1000	[[You]] are, together with Mr [[Lamy]], the negotiator for the Fifteen.	Amb,Male
1001	"[[I]] was 36 and I thought I had retired", he said.	Male
1002	"[[I]] didn't want to be associated with Temple of Doom," he reflected.	Male
1003	As a [[teacher]] of theology, medicine, or law, she is not known.	Female
1004	[[He]] is the [[founder]] and owner of the Saham Group.	Male,Male
1005	The [[reader]] is gradually made aware that [[Bloom]] is watching her from a distance.	Female,Amb
1006	"[[I]] shall seek to achieve my broad effect from the very beginning", he declared.	Male
1007	Only female [[trainees]] age 13 (Korean age) and above who are not trainees of any entertainment [[company]] are allowed to join.	Female,Amb
1008	[[Noether]] remained a leading member of the Göttingen mathematics department until 1933; her [[students]] were sometimes called the "Noether boys".	Female,Male
1009	Each [[person]], including the [[reader]], is forced to confront that in which he places his trust.	Amb,Male
1010	[[Founder]] of the Catholic daily Il buon senso, [[he]] also worked with Catholic Action in creating the [[women's]] club Gaetana Agnesi.	Male,Male,Female
1011	There [[Jane]][['s mother]] recognizes [[Gloria]], and she is sent to Jane who, looking into the eyes of her own daughter, is purified in the moment of sorrow and joy.	Amb,Female,Female
1012	Although his main income was derived from his job as an agricultural [[consultant]], [[he]] achieved recognition in Egypt from the mid- to late 1940s for his innovative compositions and piano technique.	Male,Male
1013	"With every passing moment–even on her weaker tracks–" [[Cantor]] wrote, "[[Carpenter]] creates distance between the conception and reality of a teen [[artist]]."	Amb,Female,Amb
1014	[[Esme]] married [[John]] as part of a deal between the [[Peaky Blinders]] and the [[Lees]] (a gypsy family) to form a partnership.	Amb,Amb,Amb,Amb
1015	As a [[teacher]], [[she]] organized the first Lithuanian-language [[girls']] gymnasium in Vilnius and was the principal of a secondary school in Kaunas for over a decade.	Female,Female,Female
1016	Efficient [[secretary]], working with [[Tonico]] and falls for a radio announcer, [[Tonhão]], with whom she has sexy dreams.	Female,Amb,Amb
1017	As rock and roll became a revolutionary force that affected the culture of countries around the world, [[Dean]] acquired a mythic status that cemented his place as a rock and roll icon.	Male
1018	Basra became an Ottoman province in 1538, and an Ottoman [[governor]] was appointed by 1546.	Amb
1019	Until 2008 the university was accepting only UAE national [[women]], but after the opening of Sweihan campus, a collaboration between Zayed University and the UAE Armed Forces, approximately 200 male [[students]] were admitted.	Female,Male
1020	A [[lawyer]], he had struggled to live up to the expectations of his wealthy and successful [[father]].	Male,Male
1021	The existence of a tumor was hidden by the [[doctors]] until the last minute, due to the possible impact that the word cancer would have during that age.	Amb
1022	Yemen's future, stated a 2013 report by Chatham House, will be determined by “whether its [[elite]] remains more concerned by the threats posed by rival [[factions]] within the elite, or prioritizes its response to popular anger arising from the failure to allocate resources more widely.”	Amb,Amb
1023	As Google's eighth [[employee]] and its first VP of Engineering, he has shaped much of Google's development processes and infrastructure.	Male
1024	He's a young, energetic [[cat]], so being able to work with him, with the [[fanbase]] he has, was incredible.	Male,Amb
1025	[[I]] know it was a little risky to use my show to deliver a message and many [[people]] around me told me not to do it, but, at the end of the day, it was a statement about love and what I feel this world and its [[leaders]] are lacking", she later told The Guardian.	Female,Amb,Amb
1026	[[Candee]] was traveling in Europe in the spring of 1912, completing research for The Tapestry Book, when she received a telegram from her daughter, [[Edith]], advising that Candee's son, [[Harold]] ("Harry"), had been injured in an accident.	Female,Female,Male
1027	The film's success led to [[Fox]] upping her salary and to [[her]] having a wider choice over the films she would make.	Female,Female
1028	The latter role proved to be his first undisputed stage success, probably because it was free of elaborate coloratura passages, which were not considered to be his strong suit as a [[vocalist]].	Male
1029	The [[Council]] then requested that the United States designate the [[commander]] of such forces and authorized said commander to use the flag of the United Nations at his discretion in the course of operations against North Korean forces.	Amb,Male
1030	The [[rapper]] has been a friend of [[Assange]] for several years and he made an appearance via Skype at one of her concerts promoting the release of the album.	Male,Amb
1031	One of the best-known Armenian [[writers]] of the twentieth century, she is recognized as "the leading poetess of Armenia" and "the grand lady of twentieth century Armenian poetry".	Female
1032	In a September 2006 edition of the ABC News program Nightline, [[Parker]] expressed his views on religion, stating that he believes in "a God" and that "there is knowledge that [[humanity]] does not yet possess" while cautioning that it would take a long time to explain exactly what he meant by his belief in God.	Male,Amb
1033	The [[Dyer]] returns with his hungry [[brothers]] and beggar [[children]].	Male,Male,Amb
1034	List of woman [[warriors]] in legend and mythology Media related to Bradamante at Wikimedia Commons [[Calvino, Italo]] (23 October 2012).	Female,Amb
1035	On March 4, 2012, [[Green]] stated on his Twitter account that he was no longer playing in Escape the Fate.	Male
1036	It has been seen that these traits can even prompt an adult female [[wolf]] to act more defensively of [[dog puppies]] than of [[wolf puppies]].	Female,Amb,Amb
1037	One day, a colonel [[(Sharon Raginiano]]) arrives at the base with two female [[soldiers]], one of whom he immediately sleeps with in the bunker.	Male,Female
1038	[[They]] do not work, do not forage for pollen or nectar, are unable to sting, and have no other known function than to mate with new [[queens]] and fertilize them on their mating flights.	Amb,Female
1039	[[Some]] speculated that [[Schwarzenegger]] might run for the United States Senate in 2010, as his governorship would be term-limited by that time.	Amb,Male
1040	From that perspective, the work has been interpreted as a kind of surfiction whereby the world depicted within the trilogy allows an open space for the [[reader]] to contribute his own internalized version.	Male
1041	[[She]] progressed to working as a production [[manager]] on various [[children’s]] and light entertainment shows.	Female,Female,Amb
1042	For most of that time she was the only female zoo [[director]] in the world.	Female
1043	Like [[Daniels]], [[Schur]] had previously worked on the NBC sketch comedy show Saturday Night Live.	Amb,Amb
1044	[[Frank]] later has a run-in with one of [[Ludwig's men]] at his factory in a stockyard, and after that confronts Ludwig with his allegations at a reception for the [[Queen's]] arrival.	Male,Male,Female
1045	[[Walker]] said he could not hold the Pusan Perimeter without the [[Marines]] in reserve, while [[MacArthur]] said he could not conduct the Inchon landings without the Marines.	Male,Amb,Male
1046	The plot would be centered on the story of the [[fighter]], "a guy who started down there, went through needs and moved the world," [[Poyart]] said.	Male,Amb
1047	[[Baker]] had been a television and film actor, having major parts in several films including The Vault of Horror (1973) and as the main antagonist in The Golden Voyage of Sinbad the same year.	Male
1048	Among the [[women]] who have citizenship in Vatican City, there is one [[officer]] in the military, two [[teachers]] (one teaches in high school, the other teaches in kindergarten), and one [[academic]].	Female,Female,Amb,Amb
1049	One female [[passenger]] is said to have refused to be parted from her [[dog]] and chose to stay aboard.	Female,Amb
