id	source with headwords	gender labels of headwords
1109	[[Margaret]] and her younger sister [[Frances]] both attended the Orme Girls' School, Newcastle-under-Lyme, Staffordshire; their names are recorded in the school register.	Female,Female
1110	An [[advocate]] of contemporary music, [[he]] conducted the premieres of [[Peter Mennin's]] Symphony No. 3 with the New York Philharmonic [[Orchestra]] in 1947, [[Bohuslav Martinů's]] Piano Concerto No. 3 with [[Rudolf Firkušný]] and the Dallas Symphony in 1949, [[Villa-Lobos's]] Cello Concerto No. 2 with [[Aldo Parisot]] and the New York Philharmonic Orchestra in 1954, and the American premiere of [[Kabalevsky's]] Requiem with [[students]] of the Eastman School in 1965.	Male,Male,Amb,Amb,Amb,Amb,Amb,Amb,Amb,Amb
1111	[[She]] is a UN Women Nigeria Senior [[Advisor]], and was recently appointed as a Visiting Senior Research Fellow at King's College, University of London.	Female,Female
1112	[[Mitsuko Yamada]] (Shinobu Nakayama), one of [[Chen Zhen's]] female classmates who is in a romantic relationship with him, along with Chen's [[professor]] and [[classmates]], defend his presence.	Female,Male,Amb,Amb
1113	[[She]] thereby became the first female [[attorney]] in Europe.	Female,Female
1114	[[Murphy]] also introduced [[Porter]] to his [[friends]], propelling him into writing music for Yale musicals.	Amb,Male,Amb
1115	In [[Benton, M. J]]. The Phylogeny and Classification of the Tetrapods, Volume 1: [[Amphibians]], [[Reptiles]], [[Birds]].	Amb,Amb,Amb,Amb
1116	Changing her name, [[she]] pursued a career as a fashion [[model]].	Female,Female
1117	[[Williams]] made the first overseas flight in an aeroplane designed and built in Australia when he accompanied Squadron Leader [[Allan Walters]] and two [[aircrew]] aboard a Tugan Gannet to Singapore in February 1938.	Male,Amb,Amb
1118	[[He]] was meant to be the first Super [[Soldier]].	Male,Male
1119	[[Mason]] canoed all of his adult life, ranging widely over the wilderness areas of Canada and the United States.	Male
1120	From 2013 to 2014, [[she]] played Leigh [[Henry]] on the NBC sitcom, The Michael J. Fox Show.	Female,Female
1121	[[Researchers]] today cannot say whether or not the [[narrator]] of Oroonoko represents [[Aphra Behn]] and, if so, tells the truth.	Amb,Amb,Amb
1122	During the first few months of World War II, [[Hero]] searched for German commerce [[raiders]] in the Atlantic Ocean and participated in the Second Battle of Narvik during the Norwegian Campaign of April–June 1940 before she was transferred to the Mediterranean Fleet in May where she escorted a number of convoys to Malta.	Female,Amb
1123	After the death of [[Elizabeth]] [[I]], [[he]] became a painter of [[James I's]] court, painting numerous portraits of the queen [[Anne]] of Denmark and [[Henry Frederick]], Prince of Wales.	Amb,Female,Male,Amb,Female,Male
1124	In 1935 [[Hogg]] moved to the University of Toronto, after her [[husband]] had received a job offer to work at the David Dunlap Observatory.	Female,Male
1125	The remains of three male [[individuals]] were found.	Male
1126	As an involuntary [[patient]] she was unable to leave the facility and became, she said, "a prisoner of the system".	Female
1127	It is said that [[women]] must be appointed on merit, but [[I]] should like to ask the question which, more often than not, [[employers]] and leading male [[politicians]] apparently fail to ask: What merits are we actually looking for?	Female,Amb,Amb,Male
1128	[[I]] would like to thank the European Parliament, and especially the rapporteur, Mrs [[Gröner]], for the unwavering support provided since the very launch of the new policy.	Amb,Female
1129	Game [[animals]] are naturally also for sale on shop shelves or they are given or sold to [[neighbours]] and [[relatives]].	Amb,Amb,Amb
1130	Each [[speaker]] has explained his position calmly and resolutely, and, indeed, [[I]] do not even want to use all the time available to me for fear of repeating what has already been said.	Male,Amb
1131	On that point, [[I]] stand here in a same-sex relationship of 20 years, yet my [[partner]] of 20 years would not be given the definition of [[family]] if he were to move with me to Brussels so I can do my work in the Parliament.	Amb,Male,Amb
1132	Micro-cogeneration [[operators]] may use certified values for calculation purposes, thus reducing their administrative burden.	Amb
1133	[[We]] must also prevent their being misused, and so the patent [[holder]] should be accorded certain information rights, enabling him himself to monitor compliance with licence conditions and to draw attention to breaches of them.	Amb,Male
1134	This measure should in fact be exclusively aimed at providing a genuine advantage for [[authors]] and [[performers]].	Amb,Amb
1135	[[I]] have been reminded of those eerie words of [[Bertolt Brecht]]: 'would it not be easier in that case to dissolve the [[people]] and elect [[another]] in their place'?	Amb,Amb,Amb,Amb
1136	on behalf of the ECR Group. - Mr [[President]], the European Council took important decisions about the future management of crises, but [[I]] agree with President [[Barroso]] that the underlying problems remain: the need to return to fiscal discipline and the reluctance by some Member States to pursue seriously economic reform.	Male,Amb,Amb
1137	However right it may be to say that every [[refugee]] is entitled to get his home back, it is equally true to say that many of those homes that are still intact have long ago been taken over by other [[refugees]].	Male,Amb
1138	So long as [[we]] still have [[politicians]] here like Mr [[Voggenhuber]] from the Greens, who spoke before [[me]], who fuel unjustified fears and tell the [[people]] that monetary union means cuts in social welfare, it is difficult for the other [[politicians]] here who want to work for Europe.	Amb,Male,Male,Amb,Amb,Amb
1139	But if an [[entrepreneur]] purchases a machine or an automaton, he does not need to pay any wages or any secondary labour costs.	Male
1140	The next item is the debate on the report by Mr [[Titley]] (A4-0076/97), on behalf of the [[Committee]] on Foreign Affairs, Security and Defence Policy, on the [[Commission]] communication on the challenges facing the European defence-related industries, a contribution for action at European level (COM(96)0010 - C4-0093/96).	Male,Amb,Amb
1141	[[We]] therefore agree with the [[rapporteur]], whom we thank for her work, in asking for greater protection for migrant [[workers]] and their [[families]].	Amb,Female,Amb,Amb
1142	When [[we]] were discussing the Oostlander report on enlargement towards central and eastern Europe Mr [[Henderson]], President-in-Office of the Council, gave us a commitment which goes in the same direction, namely that [[Parliament]] would be given a suitable opportunity to express its views to the Council before the Council takes a decision; a perfect description of consultation, in fact.	Amb,Male,Amb
1143	[[We]] must have the courage to assert this with determination, so that the [[Taliban]] regime, recognised by only a very few States, soon has to either change course or step aside.	Amb,Amb
1144	The High Commissioner for [[Refugees]], [[Sadako Ogata]], visited Kosovo, Montenegro and Albania just last week.	Amb,Amb
1145	Personally, [[I]] think that the censure motion is a premature weapon and out of proportion to the charges which may be levelled at [[you]] once everything becomes known, and that Mrs [[Green]] has done you no service at all in rushing to your defence.	Amb,Amb,Female
1146	I am very proud to be able to add in a small way today to what our [[colleagues]] have said, particularly in my capacity as a [[member]] of the Committee on [[Women']]s Rights.	Amb,Amb,Female
1147	Footer World Indoor [[Champions]] 60m [[Women]]	Female,Female
1148	Lesser White-toothed [[Shrew]]	Amb
1149	[[Black]] [[Knight]] (Sonic the Hedgehog)	Male,Amb
1150	Saint [[Potter]]	Amb
1151	The Sign of [[Leo]]	Amb
1152	[[Cook]] islands dollar	Amb
1153	Queen [[Snake]]	Female
1154	Little [[drummer]] girl	Female
1155	Pope [[Clement VII]]	Male
1156	[[singer]]/[[songwriter]]	Amb,Amb
1157	[[Friedrich]], Archduke of Austria	Male
1158	Belgian [[generals]]	Amb
1159	supreme [[leader]]	Amb
1160	[[Nazi]] holocaust	Amb
1161	Persephone ([[firefly]] planet)	Amb
1162	Chinese male artistic [[gymnasts]]	Male
1163	Hanoverian [[Dynasty]]	Amb
1164	Pacific Rim [[Swimmer]] of the Year	Amb
1165	Male World [[Swimmer]] of the Year	Male
1166	[[Theodore Nott]]	Amb
1167	Fee-only financial [[advisor]]	Amb
1168	[[Actor]] to portray Clark Kent/Superman	Male
1169	Mrs [[Geriatrix]]	Female
1170	Favorite Male Television [[Performer]]	Male
1171	Lord [[Churchill]] of Eyemouth	Male
1172	[[Baron]] [[Anderson]] of Swansea	Male,Amb
1173	Cult [[leader]]	Amb
1174	The [[Man]] From [[Uncle]]	Male,Male
1175	[[Designer]] drug	Amb
1176	Orthodox [[Jew]]	Amb
1177	Madam [[bovary]]	Female
1178	Austrian royal family [[Habsburg]]	Amb
1179	Ms. [[Veronica Crabtree]]	Female
1180	Prince [[Henri]] of Orléans	Male
1181	[[Snake]] eyes	Amb
1182	King [[Louis XI]]	Male
1183	[[Marshall]] Amplifiers	Amb
1184	[[Professor]] cartoon	Amb
1185	Template: Footer World Indoor [[Champions]] 1500m [[Women]]	Female,Female
1186	[[Prince]] of Wales	Male
1187	WWF [[Divas]] Championship	Female
1188	Duke [[Tai]] of Qi	Male
1189	(As a [[photographer]], [[she]] would later spell "toyo" in hiragana rather than the original characters.)	Female,Female
1190	[[Anderson, Emily]] (1938) The Letters of [[Mozart]] and his [[Family]].	Amb,Male,Amb
1191	After the resurrection and Last Judgement, [[people]] are sent to one of four levels: The Celestial Kingdom is the highest level, with its power and glory comparable to the sun.	Amb
1192	Eight days after the death of her [[partner]] of forty years, [[Alice Moderno]] died on 20 February 1946.	Amb,Female
1193	In the third pre-final round, [[she]] gained a ticket for the main show alongside the female [[candidate]] she was competing with.	Female,Female
1194	The [[Chancellor]] expressed great regret that he should have to spend so much on armaments, but said that it was absolutely necessary and was due only to the actions of other nations.	Male
1195	[[Students]] are tested on average on six subjects.	Amb
1196	The [[winner]] of this pageant participated in the Miss Universe pageant from 2010 to 2012.	Female
1197	A [[lawyer]] and sous-préfet of Montluçon during the Hundred Days, he resigned from his positions when the [[Bourbons]] returned to power.	Male,Amb
1198	As an [[undergraduate]] at Harvard University [[he]] regularly played poker with his classmate [[Bill Gates]].	Male,Male,Amb
1199	The research about male-[[victim]] rape only appeared less than 30 years ago, focusing mostly on male [[children]].	Male,Male
1200	Both [[neighbor]] notes and passing notes are dissonances.	Amb
1201	The following year, 1942, Wake Forest admitted its first female undergraduate [[students]], after World War II dramatically depleted the pool of male [[students]].	Female,Male
1202	The poet [[Robert Southey]], for example, wrote to his [[publisher]]: "Have you met with [[Mary Wollstonecraft's]] ?	Male,Amb,Amb
1203	While married to [[Ruskin]], [[she]] modelled for [[Millais']] painting The Order of Release, in which she was depicted as the loyal wife of a Scottish [[rebel]] who has secured his release from prison.	Amb,Female,Amb,Male
1204	[[William Ewart Gladstone]] considered [[her]] one of the 19th century's foremost female [[poets]].	Amb,Female,Female
1205	[[Ward]] began her art studies in Denver, Colorado, studying with [[Preston Powers]].	Female,Amb
1206	In his ruling the trial [[judge]] wrote: "[[Plaintiff's]] evidence shows Purdue could have tested the safety and efficacy of OxyContin at eight hours, and could have amended their label, but did not."	Male,Amb
1207	In early September, the ship's [[captain]] refused to allow her director-control tower and rangefinder to be removed in exchange for a Type 271 target indication radar.	Female
1208	The [[artist]], who still lives in Montreal after several attempts to return home, has won several awards and grants to support his creativity from both federal and provincial levels of the Canadian [[government]].	Male,Amb
1209	[[Thanos]], wielding the Infinity Gauntlet, ranked the [[Celestials]] as being on roughly the same scale of power as [[Galactus]], the [[Stranger]], [[Odin]], and [[Zeus]], but below that of Mistress [[Love]], [[Lord Chaos]], and Master [[Order]].	Amb,Amb,Amb,Amb,Male,Male,Female,Male,Amb
1210	Apart from using accounts with other popular IM service providers (e.g., for the ICQ network), a [[user]] could also use his Ovi account to send and receive instant messages to and from other Ovi [[users]].	Male,Amb
1211	[[Cooper]] was born on a farm in Whitley County, Kentucky, near Cumberland Falls.	Amb
1212	For instance, the still widely held view that "science fiction and fantasy are [[men's]] genres" has been refined by [[some]] to distinguish between science fiction as a genre mainly appealing to men, and fantasy, which is generally seen as being more accommodating to [[women]] (some subgenres, particularly urban fantasy, with female [[protagonists]], and paranormal romance are seen as being more popular with women than with men).	Male,Amb,Female,Female
1213	In 1786, during the visit of [[Louis XVI]] to Rouen on his return from Cherbourg, [[Lemonnier]] was commissioned to paint a picture whose subject was the presentation of the [[members]] of the Rouen Chamber of Commerce to the monarch.	Male,Amb,Amb
1214	[[Townsend]] describes the album as a mix between Strapping Young [[Lad]] and [[The Devin Townsend Band]], with a storyline like that of [[Punky Brüster's]] Cooked on Phonics.	Amb,Male,Amb,Amb
1215	In the 17th and 18th centuries there was a campaign by Ashkenazi [[rabbis]] such as [[Jacob Emden]] and the [[Vilna Gaon]] to encourage final stress in accordance with the stress marks printed in the Bible.	Male,Male,Male
1216	Her place in the history of wood engraving is that of the highly skilled and valued [[practitioner]] rather than the innovator.	Female
1217	Periodic gunfire continued throughout the night, as each [[side]] probed the [[other]].	Amb,Amb
1218	[[Reader]] also noted that he and his [[co-counsel]] had advised [[Thornton]] to wage battle out of concern that with the "extraordinary and unprecedented prejudice" against the [[defendant]], a fair [[jury]] could not be obtained.	Male,Amb,Amb,Amb,Amb
1219	The [[Council]], and [[sessei]], worked alongside the [[heads]] of various administrative departments who were known as the Council of Fifteen when assembled.	Amb,Amb,Amb
1220	In 1942, the first female [[guards]] arrived at Auschwitz and Majdanek from Ravensbrück.	Female
1221	A name and number is given to each of the nine [[dancers]], which designate a specific position in the changing choreographic pattern.	Amb
1222	Special [[Jury]] Award of Mannheim-Heidelberg for a film with the minimum length of 70 minutes, or for an extraordinary performance as [[actor]], [[writer]], [[director]] etc. This prize can be awarded twice if required.	Amb,Amb,Amb,Amb
1223	When the Sekigahara Campaign began in the fall of 1600, [[Terumasa]] immediately sided with [[Tokugawa]]; on 28 September he competed with [[Fukushima Masanori]] to be the first to attack Gifu, held by [[Oda Hidenobu]].	Male,Amb,Amb,Amb
1224	The [[mayor]] of Guise obtained the end of her exile and her return to Paris for health reasons.	Female
1225	The earliest written account of a nematode "sighting," as it were, may be found in the Pentateuch of the Old Testament in the Bible, in the Fourth Book of [[Moses]] called Numbers: "And the [[Lord]] sent fiery [[serpents]] among the [[people]], and they bit the people; and much people of Israel died".	Male,Male,Amb,Amb
1226	For this operation, [[Model]], now reinforced with additional [[troops]], reorganized his command into three groups: an infantry-heavy force that would cross the river and establish a bridgehead, a mobile armoured [[group]] that would pass through the bridgehead and continue the advance, and a fire support [[group]] containing nearly all his artillery.	Male,Amb,Amb,Amb
1227	Captain [[Carpenter]] was brevetted Colonel."	Amb
1228	In summing up, before giving his verdict, the [[judge]] pointed out that the [[Crown]] had been unable to prove conclusively that [[Cowle]] and [[Sproat]] had died of strychnine poisoning.	Male,Amb,Amb,Amb
1229	The preparatory drawings published in the Courier for these balls encouraged female [[participants]] to dress very lightly, which explains the success of the events.	Female
1230	The [[Barbara Gordon]] version of [[Batgirl]] made her first animated appearance in the 1968 series The Adventures of Batman.	Female,Female
1231	His soccer career began in 1945 as a [[member]] of the "[[St. Louis Schumachers]]", who won the 1946 National Junior Challenge Cup.	Male,Amb
1232	[[She]] is forced to be the [[adviser]] of the light music club, as [[Ritsu]] blackmails her after the [[girls]] learn of her past.	Female,Female,Amb,Female
1233	Still obsessed with [[Frank]], [[she]] agrees to harvest blood for him so that he can be fully restored, and they can run away together.	Male,Female
1234	In 2016, [[she]] became the first female [[manager]] of the Brazilian [[women's]] national football team.	Female,Female,Female
1235	However, it led to work remixing the [[Rolling Stones]], [[Janet Jackson]], [[Katy Perry]], [[Britney Spears]], and [[Puff Daddy]], as well as [[Daft Punk]] and [[Sneaker Pimps]], adding to his reputation as one of the world's top house-music [[musicians]].	Amb,Amb,Amb,Amb,Amb,Amb,Amb,Male
1236	The Corleone [[character]] featured similar mannerisms (including a raspy voice) and political connections, as well as many events from his real life.	Male
1237	Before becoming a full-time [[writer]], he was employed as a cameraman and technical director, as a book columnist for the Los Angeles Mirror, and as book review editor for the Los Angeles Daily News.	Male
1238	She is a [[Lazio]] [[supporter]].	Amb,Female
1239	[[He]] had killed fourteen [[women]] in total (twelve engineering students, one nursing [[student]] and one [[employee]] of the university) and injured fourteen [[others]], ten women and four [[men]].	Male,Female,Female,Female,Amb,Male
1240	[[He]] is a sweet, good-natured furniture [[designer]] and Mr. [[Big's]] emotional opposite.	Male,Male,Male
1241	[[Flora]] was in the inner harbour and on 5 August [[Brisbane]] scuttled her in shallow water.	Female,Amb
1242	Among these [[people]], [[Zhang]], [[Bo Gu]] and [[Li]] were members of the 28 Bolsheviks and close associates of [[Wang]], so Wang could still keep remote control over the CCP through his [[associates]].	Amb,Amb,Amb,Amb,Male,Amb
1243	2010 XBIZ Awards Gay [[Performer]] of the Year.	Male
1244	A [[teenager]] wakes up inside an underground elevator with no memory of his identity.	Male
1245	However, [[he]] was a severe [[critic]] of the [[Bush Administration's]] fiscal policy.	Male,Male,Amb
1246	Another [[user]], @BlackGirlDanger suggested turning the phrase she had used to check in with the [[woman]]--"You OK, sis"--into a hashtag campaign designed to raise awareness and encourage [[people]] to ask [[victims]] of harassment if they are okay or if they need help.	Female,Female,Amb,Amb
1247	After finishing his Ph.D, [[Weaver]] worked as a postdoctoral fellow in the School of Mathematics at the University of New South Wales in Australia in 1988, and in the Joint Institute for the Study of the Atmosphere and Ocean at the University of Washington in Seattle in 1989.	Male
1248	The [[Tharu]] believe that the horn can grant the [[owner]] the ability to see in the dark.	Amb,Amb
1249	In a paper entitled "The Five Sexes", in which, according to [[her]], "[[I]] had intended to be provocative, but I had also written with tongue firmly in cheek."	Female,Female
1250	Later he was a high school [[principal]].	Male
1251	The [[Robinsons]] adopted the [[baby]] girl.	Amb,Female
1252	[[Porter]] was born in England and traveled to the United States around the age of one with her [[family]].	Female,Amb
1253	On April 17, 2018, as [[captain]] of Southwest Airlines Flight 1380, she safely landed a Boeing 737-700 after the aircraft suffered an engine failure with debris causing rapid decompression of the aircraft.	Female
1254	[[He]] was previously a [[judge]] of the International Criminal Tribunal for the former Yugoslavia	Male,Male
1255	She is an [[expert]] in the context of the European memory culture.	Female
1256	[[He]] believed that the condition only affected [[males]], but later studies showed some female [[patients]].	Male,Male,Female
1257	Mrs [[Haug]], allow [[me]] to congratulate you on your report and on successfully concentrating on the priorities, because I can imagine that you must have received a lot of requests, a lot of letters to [[Santa]], asking you to include [[everyone' s pet]] concern.	Female,Amb,Amb,Amb
1258	[[I]] have no hesitation in saying this because in my own departments 80% of the [[officials]] are women, even in managerial posts.	Amb,Female
1259	The [[Commission's]] proposal, outlined yesterday in Le Monde and today in this House, is reminiscent of the French model, with the Commission in the role of Mr [[Raffarin]] and the [[Council]] in the role of Mr [[Chirac]].	Amb,Male,Amb,Male
1260	. Mr [[President]], perhaps I can reassure Mrs [[van den Burg]] that the concerns of the [[Committee]] on Employment and Social Affairs were rather carried over into the debate on the [[Committee]] on Industry, External Trade, Research and Energy, and indeed a number of the amendments that were adopted by [[us]] in our opinion at first reading were, in my view as [[draftsman]], more appropriate to your committee.	Male,Female,Amb,Amb,Amb,Male
1261	Madam [[President]], Mr [[Barroso]], [[I]] have just come from the Swedish Parliament where, in the last ten years, every other [[politician]] has been a woman.	Female,Male,Amb,Female
1262	Mr [[President]], Mr [[President-in-Office]] of the Council, Mr [[President of the Commission]], [[ladies]] and [[gentlemen]], the last European Council gave the European economy a new direction, that is, the direction of pragmatism, flexibility and encouragement of innovation.	Male,Male,Male,Female,Male
1263	It means [[corporations]] installing facilities like incinerators, because Ireland has been marked as being good for that.	Amb
1264	[[I]] believe the time has come to make a concerted push to improve the patent system in Europe.	Amb
1265	One of the factors is the pay structure of some occupations with a high proportion of female [[workers]].	Female
1266	(ES) Mr [[President]], exactly one year ago the [[people]] of Venezuela voted in a referendum that [[Hugo Chávez]] should not extend his term of office as president, which is fixed under the Venezuelan constitution.	Male,Amb,Male
1267	For years, [[politicians]] have been repeating over and over, both at national and European level, that precisely these micro-[[entities]] must be relieved.	Amb,Amb
1268	Therefore, this still does not make the [[judge]] a human rights activist - she has never expressed herself on this point.	Female
1269	[[author]]. - Mr [[President]], since I have been in this Parliament, some twelve years now, [[we]] have been trying to help the [[people]] of Zimbabwe have better lives and greater optimism for the future.	Amb,Male,Amb,Amb
1270	[[author]]. - (FR) Mr [[President]], the Confederal Group of the European United Left - Nordic Green Left took the decision not to associate itself with this resolution on Guantánamo.	Amb,Male
1271	The next item is the debate on the report (A4-0241/97) by Mr [[Virgin]], on behalf of the [[Committee]] on the Environment, Public Health and Consumer Protection, on the proposal for a Council Regulation establishing common rules and procedures to apply to shipments to certain non-OECD countries of certain types of waste (COM(94)0678 - C4-0048/97-95/0029(SYN)).	Male,Amb
1272	Another [[group]] it is difficult to cater for as far as further training is concerned is [[people]] working in non-standard employment relationships, of whom most are [[women]].	Amb,Female,Female
1273	Mr [[President]], [[I]] would just like to add to what Mr [[Falconer]] has said.	Male,Amb,Male
1274	And [[I]] would like to say to my friend Mr [[McMillan-Scott]] that I think it is a common trick to malign Mrs [[Green]] when she is not present, but that is typical of what the [[Conservatives]] in England stand for.	Amb,Male,Female,Amb
1275	A [[person]] with little training is not able to integrate himself into [[society]], whatever his hidden or visible skills, and [[I]] think this is a loss not only for the labour market but also to society in general.	Male,Amb,Amb
1276	[[User]] female	Female
1277	Star Screen Award Most Promising [[Newcomer]] - Female	Female
1278	Tournament [[director]] (chess)	Amb
1279	Paralympic [[athlete]]	Amb
1280	[[Pokemon]] video game	Amb
1281	King [[Rudolf II]] of Boemia	Male
1282	A Vineyard [[Valentine]]	Amb
1283	[[Filip]] [[muller]]	Amb,Female
1284	[[Phil]] trans roy soc	Amb
1285	La [[Belle]] au Bois Dormant	Female
1286	[[Professional]] baseball	Amb
1287	[[Virgin]] of Sorrows	Female
1288	USA Basketball Male [[Athlete]] of the Year	Male
1289	Ms. [[Albright]]	Female
1290	Rough-Toothed [[Dolphin]]	Amb
1291	[[Nazi]]-[[Soviet]] pact	Amb,Amb
1292	Handball [[players]] by nationality	Amb
1293	[[Senate]] Bill	Amb
1294	Gorsedd of [[Brittany]]	Amb
1295	[[Athlete]] (band) albums	Amb
1296	True [[assassin]]	Amb
1297	Category: Olympic [[medalists]] for Belarus	Amb
1298	Journey [[drummer]]	Amb
1299	[[Prisoner]], The	Amb
1300	Footer European Artistic Gymnastics All-Around [[Champions]] (Men)	Male
1301	Old Dominion Lady [[Monarchs]] basketball [[players]]	Female,Amb
1302	Comics [[writer]]/artist	Amb
1303	[[Model]] Mayhem	Amb
1304	Farewell to my [[concubine]]	Female
1305	The [[Fairy]]	Female
1306	German [[Kings]] and [[Emperors]]	Male,Male
1307	[[North American]] P-78	Amb
1308	The Tragoedy of King [[Richard III]]	Male
1309	Brother [[Bear]] 2 soundtrack	Male
1310	Prince [[Amadeo]] of Savoy	Male
1311	[[Spencer's]] river tree [[frog]]	Amb,Amb
1312	UK Official [[Singles]] Chart	Amb
1313	[[Cuckoo]]-Roller	Amb
1314	Recurring and minor [[characters]] in 24	Amb
1315	[[Buffalo Bills]] Defensive [[Coordinator]]	Amb,Amb
1316	SS [[Imperator]]	Male
1317	3d window [[manager]]	Amb
1318	[[Firemans]] Carry Slam	Male
1319	Industrial [[scientist]]	Amb
1320	[[Vipera]] bitis	Amb
1321	The Absent Minded [[Professor]]	Amb
1322	Ms [[publisher]]	Female
1323	The Bloody [[Judge]]	Amb
1324	film's [[editor]]	Amb
1325	Will Our [[Heroes]] Be Able to Find Their [[Friend]] Who Has Mysteriously Disappeared in Africa?	Amb,Amb
1326	[[Judge]] and [[Bruiser]] (mascots)	Amb,Amb
1327	[[He]] is probably the first and true [[designer]] of the Brussels Town Hall which currently forms its left wing.	Male,Male
1328	[[Hogg]] and his [[family]] subsequently lived a mostly quiet and stable life together.	Male,Amb
1329	Act 1, scene 4 then depicts the death of [[Richard]] at the [[Queen's]] hands.	Amb,Female
1330	In 2011, [[she]] was the [[chair]] of the inaugural Gordon Conference on Environmental Nanotechnology.	Female,Female
1331	She is also a [[mentor]] of [[LILALU]] and committed to Plan International.	Female,Amb
1332	[[Guignon]] thus supervised the [[singers]] and [[dancers]] of the kingdom, officially becoming the first violin of the time.	Amb,Amb,Amb
1333	In this invasion, the [[Khan]] first demonstrated the use of indirect attack that would become a hallmark of his later campaigns, and those of his [[sons]] and [[grandsons]].	Male,Male,Male
1334	The [[trio]] suggested that she could continue as [[Max's]] personal [[manager]] but that [[someone]] else should manage the [[band]].	Amb,Amb,Female,Amb,Amb
1335	Under pressure, the [[palmist]] admits that he saw that [[Marshall]] is going to kill [[someone]].	Male,Amb,Amb
1336	Therefore, I became a [[rebel]].	Amb
1337	As the [[chair]] of the European Science Foundation Space Science Committee (ESF-ESSC), 2015-2020, she is an ex-officio member of several [[committees]] within the ESA Advisory Structure, of the Space Studies Board of the National Academy of Sciences, of CNES and of COSPAR.	Female,Amb
1338	This campaign was halted and [[wolf]] populations increased again by the mid-1970s.	Amb
1339	[[Carpenter]] received the Medal of Honor for his actions during the Indian Wars while serving with the Buffalo [[Soldiers]] of the 10th U.S. Cavalry.	Male,Amb
1340	Since her first visit to Gwaeynynog fourteen years before the composition of The Flopsy Bunnies, [[Potter]] had sketched the garden many times.	Female
1341	While working as an [[editor]] at Iwanami Shoten Publishers, she decided to become a [[children's]] writer after reading Winnie-the-Pooh by English author [[A. A. Milne]], which she translated in 1940.	Female,Amb,Amb
1342	Using [[Beth's]] prosthetic eye, [[they]] enter and seal themselves inside as [[Jake]] and [[Frank]] arrive.	Amb,Amb,Amb,Amb
1343	The third and final miracle for the canonization occurred in 1938 for a [[mason]] of Longobardi who fell from a scaffold without sustaining injuries.	Male
1344	With a strange technology fused to his head – used to read and replay human memory – [[Black]] travels into the depths of his own mind to discover the truth about his past.	Male
1345	When [[Ruby]] doesn't listen, he uses his phone to instruct Mr [[White]] to activate the hologram.	Male,Male
1346	Some time later, after having realized her ambition, she returns to the hotel as a [[client]].	Female
1347	[[He]] is the vocal of the South Korean boy group [[Winner]], formed in 2013 by YG Entertainment through the survival show Win: Who Is Next.	Male,Male
1348	After being a [[lecturer]] and then senior lecturer at the University of Warwick from 2002 to 2006, [[she]] returned to Germany as a professor at the University of Augsburg, where she held the Chair for Analysis and Geometry.	Female,Female
1349	[[Marie]] died in 1649 and was buried in the City Church in Bayreuth; she had donated the high altar in this church.	Female
1350	The [[individuals]] were young Sunni Muslim men, members of an organisation that called itself the "Shariah Project".	Male
1351	An international philatelic [[judge]] during three decades, he was the commissioner of international philatelic exhibitions of 1913, 1926 and 1936 (the last two in New York).	Male
1352	[[Duhamel]] imported fourteen pairs of skis, equipped with good bindings produced in Norway, and proceeded to distribute them to his [[friends]] over the years.	Male,Amb
1353	The press were critical of his performance, with the Sunday Pictorial's [[correspondent]] writing that he did not "think display in this thrilling game would impress England team manager [[Walter Winterbottom]], who was watching.	Male,Amb
1354	[[He]] has been a [[consultant]] to the Soros Foundation, Ford Foundation, World Bank, Asian Development Bank, Getty Museum, National Academy of Sciences, European Center for Conflict Prevention, U.N. High Commissioner for Refugees, and UNESCO.	Male,Male
1355	[[Gray]] was born in 1787 at Greenwich Hospital, where her father, Lieutenant [[Henry Smith]], R.N., was then resident.	Female,Male
1356	In an interview [[Iglesias]] gave to Univision Musica, backstage at the Premios lo Nuestro he told the [[reporter]] that when [[Bueno]] presented the song to him, he initially did not like it and did not want to record it.	Male,Amb,Amb
1357	[[She]] has been a [[professor]] of physics at Columbia University since 1986.	Female,Female
1358	As a [[journalist]], [[she]] collaborated with Le Magazine Littéraire from 1987 to 2006 and L'Arche from 1993 to 2010.	Female,Female
1359	Aided by a young English [[lawyer]] working as an indentured servant on the plantation, [[Key]] sued for her freedom and that of her infant [[son]].	Amb,Female,Male
1360	Suddenly, the [[army]] of the neighbouring Tianlang kingdom, led by an evil witch [[doctor]], arrives at the White City to seize Princess [[Jing]], who has been betrothed to the Tianlang [[prince]].	Amb,Female,Female,Male
1361	The [[governor]], intimidated by [[Micheroux's]] retreat and the first ultimatum he received, surrendered immediately.	Male,Amb
1362	A four-issue (#801–805) story featuring the [[Barker]] entitled "When You're Strange" was next, and "Mud" in issue #805.	Amb
1363	The Channel Swimming Association initially refused to recognise his feat, but set up a [[committee]] to evaluate "special swims" once they were convinced that he was a serious [[swimmer]].	Amb,Male
1364	The fresco is an allegory representing the apotheosis of the city of Palermo, personified by the [[Genius]] of Palermo, numen protector of the city, surrounded by allegorical figure, as Fame, Justice, Abundance, and others mythological figures.	Amb
1365	Wary of the [[Duke of Zhou's]] increasing power, the "Three [[Guards]]", Zhou [[princes]] stationed on the eastern plain, rose in rebellion against his regency.	Male,Male,Male
