id	source with headwords	gender labels of headwords
1292	[[Rapp]] was inspired to come forward in 2017 after the effects of the [[Harvey Weinstein]] sexual abuse allegations with the support of his [[family]], [[boyfriend]], and [[representatives]].	Male,Amb,Amb,Male,Amb
1293	She seems like a great [[kid]] and she's very enthusiastic, but [[I]] just love the song.	Female,Amb
1294	[[Stone]] visits his [[neighbor]], who was headmistress of his orphanage (she does not recognize Stone) and kills her.	Male,Female
1295	[[They]] are supervised by one university [[lecturer]] and one company [[employee]].	Amb,Amb,Amb
1296	2005 saw [[Harper]] release his first DVD, Beyond the Door.	Male
1297	As a founding member of [[Anthrax]], [[Ian]] helped to create thrash metal in the mid-1980s alongside [[Megadeth]], [[Slayer]] and [[Metallica]].	Amb,Amb,Amb,Amb,Amb
1298	It features interviews with some of the school's [[students]], who talk about their futures and their lives after graduation.	Amb
1299	In February 2017, [[Bregoli's]] mother [[Barbara Ann]] became involved in a fight with a female airline [[passenger]], who accused her of taking too long to put her belongings in an overhead bin.	Amb,Female,Female
1300	[[Hopper]] later went on to praise the switch in lyrical styling which is sampled in the song.	Amb
1301	In 1983, the American Association of Women Dentists honored [[Taylor]] by establishing the Lucy Hobbs Taylor Award, which it now presents annually to AAWD [[members]] in recognition of professional excellence and achievements in advancing the role of women in dentistry.	Amb,Female
1302	[[She]] received approximately 710,000 votes, the highest total for any gubernatorial [[candidate]] in Connecticut history.	Female,Female
1303	[[She]] was a former [[editor]]-[[in]]-[[chief]] of the journal Evolution and Human Behavior along with [[Daly]], and served as president of the Human Behavior and Evolution Society.	Female,Female,Female,Female,Amb
1304	As an [[author]], [[he]] has written ten novels and memoirs.	Male,Male
1305	Described by [[Santa Anna]] as an "irregular fortification hardly worthy of the name", the Alamo had been designed to withstand an attack by native [[tribes]], not an artillery-equipped [[army]].	Amb,Amb,Amb
1306	Ordering the merchant ships to disperse, his [[squadron]] took up battle positions.	Amb
1307	The [[monarch]] is regarded as the fount of all honours—as he or she is the only person who may create new national honours—and acts as the Sovereign of all of Canada's orders; she, or other [[members]] of the Canadian Royal Family, will conduct inductions or present medals.	Female,Amb
1308	An entertaining [[speaker]], he was widely admired for his seamanship and for having fought his war with such a minimal loss of life.	Male
1309	President [[Bill Clinton]] altered the packaging to include the signature of the sitting [[president]] beneath the Presidential seal.	Amb,Amb
1310	New York ratified the U.S. Constitution and proposed the following amendment in 1788: o [[Person]] ought to be taken imprisoned or disseized of his freehold, or be exiled or deprived of his Privileges, Franchises, Life, Liberty or Property but by due process of Law.	Male
1311	[[Skaro]] is later seen to be intact and undamaged, and one [[character]] notes that it is quite possible the Dalek [[Prime]] is lying in order to weaken [[Davros']] claim to leadership of the [[Daleks]], while using foreknowledge of events to destroy and entrap Davros and his [[allies]].	Amb,Amb,Amb,Male,Amb,Amb
1312	The abolitionist message did not go down well with [[readers]].	Amb
1313	In November 1960, years after leaving NBC, [[Weaver]] displayed his frustration with the network in an article in the Sunday edition of The Denver Post.	Male
1314	After pledging not to return to Egypt, [[Louis]] surrendered [[Damietta]] and left for Acre with his [[brothers]] and 12,000 war [[prisoners]] whom the [[Egyptians]] agreed to release.	Male,Amb,Male,Amb,Amb
1315	On May 26, 2010, it was reported in a column on Deadline Hollywood and by Entertainment Weekly that [[Page]] would star in the HBO series Tilda alongside [[Diane Keaton]], who was cast in the lead role.	Amb,Amb
1316	In August 1976, [[Valentine]] debuted in [[Jim Crockett Jr.]] and [[George Scott's]] Mid-Atlantic Championship Wrestling, an affiliate of the National Wrestling Alliance based in the Carolinas and Virginias.	Amb,Amb,Amb
1317	The [[character]] of [[Ghanada]] is an uninterested unemployed middle-aged male who can apparently weave adventures almost at the drop of a hat.	Male,Male
1318	There was an immediate reaction from the [[French]] and the [[British]].	Amb,Amb
1319	[[Andrew]] died in the royal manor there before his [[brother]] was crowned king on 6 December 1060.	Male,Male
1320	This thesis wrote in its desired specialty about everything related to the relationship between the [[mother]] and her [[baby]], as well as the hygiene of young [[children]].	Female,Amb,Amb
1321	The [[church]] sought to bring a quick end to the dispute with [[Cooper]] in December 1976 when it proposed to settle with her, on condition that she was not to republish or comment on The Scandal of Scientology and agree to assign the book's copyright to the Church of Scientology of California.	Amb,Female
1322	[[Idol]] came to expound on his belief in their future importance for the music industry, and quoting [[Gareth Branwyn]], referred to the computer as "the new cool tool."	Male,Amb
1323	[[He]] was made a deacon by [[Peter IV]], the Bishop of Bologna, where he attracted the attention of [[Theodora]], the wife of [[Theophylact]], Count of Tusculum, the most powerful noble in Rome.	Male,Male,Female,Male
1324	[[She]] lost six months' worth of memories because of her role as a [[patient]] in a project called the Taklimakan Project, where [[patients]] have SPH organs implanted into them.	Female,Female,Amb
1325	[[She]] was armed with twenty-four 9-pounder guns and had a [[crew]] of 230 men.	Female,Male
1326	Unfortunately, [[Walden]] decided to sign the divorce papers and continue his nascent relationship with [[Zoey]], leading [[Bridget]] to become violently unhinged and to fall into the orbit of a returned-from-Paris [[Rose]].	Male,Amb,Amb,Amb
1327	[[He]] engaged and was defeated by a group of "substitute" X-Men consisting of [[Angel]], [[Storm]], [[Dazzler]], [[Pixie]], and [[Northstar]].	Male,Male,Male,Male,Amb,Male
1328	In essence, they are treated as if they were [[women]] by their [[daughter's]] or [[sister's]] [[lover]].	Female,Female,Female,Amb
1329	When [[Smith]] viewed the edition, she asked her [[mother]]: "If [[people]] are so afraid of [[him]], why doesn't [[someone]] write a letter asking whether he wants to have a war or not?"	Female,Female,Amb,Male,Amb
1330	[[He]] was a general [[partner]] in SOM.	Male,Male
1331	[[Sittas]] was the husband of [[Comito]], the elder sister of the Empress [[Theodora]], and possible father of the later empress [[Sophia]].	Male,Female,Female,Female
1332	[[Smith]] became the seventh Texan titleholder, the first Miss Texas USA and Miss USA to win the Congeniality award and also the only Miss USA from Texas to win the Miss Universe title.	Female
1333	The next day, September 5, the 3rd [[Battalion]], 27th Infantry turned its attack across rugged terrain toward Haman and drove through to the vicinity of the 24th Infantry command post.	Amb
1334	"Black [[Cat]] (Jump J Books)" (in Japanese).	Amb
1335	[[Noether]] remained a leading member of the Göttingen mathematics department until 1933; her [[students]] were sometimes called the "Noether boys".	Female,Male
1336	Like its predecessor, the title of the album was named by the [[artist]], simply because she liked the sound of the phrase.	Female
1337	Soon after the marriage, [[Catherine]] left her [[family]] and went to live in Hungary with her new [[husband]].	Female,Amb,Male
1338	The weak Fréchet distance is a variant of the classical Fréchet distance without the requirement that the endpoints move monotonically along their respective curves — the [[dog]] and its [[owner]] are allowed to backtrack to keep the leash between them short.	Amb,Amb
1339	[[Jillette]] came up with "The Pain Addict" from this experience, where there would be technology that allowed a [[doctor]] to understand what pain a [[person]] was suffering, but, as described by Jillette "this [[guy]] gets addicted to it and starts beating [[people]] to feel their pain.	Amb,Amb,Amb,Male,Amb
1340	The [[Doctor]] reacts furiously to what he perceives as cold blooded murder and tells [[her]] that he can bring her down with just six words: "Don't you think she looks tired?"	Male,Female
1341	In June 2014, Billboard reported that the [[singer]] was working with a string of [[artists]] such as [[Happy Perez]] (whom he worked with on Nostalgia, Ultra), [[Charlie Gambetta]] and [[Kevin Ristro]], while producers [[Hit-Boy]], [[Rodney Jerkins]] and [[Danger Mouse]] were also said to be on board.	Male,Amb,Amb,Amb,Amb,Amb,Amb,Amb
1342	Also, the younger daughter [[Hannah]] is omitted.	Female
1343	If a [[vampire]] is near a Blood Lily, the lily dies (the stem visibly curls), thus revealing vampire to [[humans]] (supposedly extinct, the Blood Lily is an endangered flower).	Amb,Amb
1344	Classes began on May 13, 1857, with three buildings, five [[faculty members]], and 63 male [[students]].	Amb,Male
1345	When [[he]] was five, his [[aunt]] could not afford to look after both of them and she instructed his [[brother]] to get rid of him.	Male,Female,Male
1346	Yet the unimaginable happened and the [[baby]] suddenly died.	Amb
1347	During the early stages of production for the series, [[Carter]] founded Ten Thirteen Productions, and began to plan for filming the pilot in Los Angeles.	Amb
1348	[[He]] is the second opposition [[member]] to hold [[Solomon]].	Male,Male,Amb
1349	Pamela was the first popular novel to be based on a courtship as told from the perspective of the [[heroine]].	Female
1350	[[He]] is the [[founder]] of FINCA International and the Rural Development Services (RDS), and is famous for innovating village banking, arguably the world’s most widely imitated microfinance methodology.	Male,Male
1351	[[Jesse]] has also been lonely because his [[dog]] recently died.	Male,Amb
1352	As an [[adult]], [[he]] identified as Jewish.	Male,Male
1353	This allows for accessibility for diverse [[student]] populations, ranging from traditional, on-campus [[students]], to working [[professionals]], to international [[students]] in foreign countries.	Amb,Amb,Amb,Amb
1354	Through her research [[she]] additionally discovered that she had a younger sister named [[Cynthia]], and that Cynthia's daughter, [[Alice's]] niece, is still alive in Biloxi.	Female,Female,Amb
1355	[[She]] was Vaasa's richest [[citizen]] for approximately two decades.	Female,Female
1356	[[Child]] was Boylston professor of rhetoric and oratory at Harvard University, where he produced influential editions of English poetry.	Male
1357	Video on YouTube pp. 5 [[Weaver]], [[Tom Richard Alden]] Interview I Talked with a Zombie: Interviews with 23 [[Veterans]] of Horror and Sci-fi Films and Television Tom Weaver [[McFarland]], 2009 "The Sadist (1963) - Rotten Tomatoes".	Amb,Amb,Amb,Amb
1358	Major copyright law changes in the 1976 Act included expanding the term of copyright protection from 28 years to life of the [[author]] plus 50 years and codifying the fair use doctrine.	Amb
1359	[[She]] played a love interest for [[Martin Freeman's]] Dr [[Watson]] and briefly threatened to bring a strong female [[character]] into the mix — only to be wasted on damsel-in-distress duties.	Female,Amb,Amb,Female
1360	From 2005 to 2008, [[he]] served as [[Director]] of the Center for Management Communication at the USC Marshall School of Business.	Male,Male
1361	[[He]] is a [[member]] of the International Academy of Web Television.	Male,Male
1362	She is a published [[author]] and editor of [[children's]] books.	Female,Amb
1363	According to The Simpsons show runner [[Mike Scully]], when the [[staff]] members worked on the episode they decided to include a lot of observations they had made about how it is like to be the new [[student]] in school.	Amb,Amb,Amb
1364	On later issues the [[artist]] even had his [[wife]] and [[son]] draw panel grids on pages to help save time.	Male,Female,Male
1365	However, using the games internal console - while on the adventure screen (where [[you]] move your [[character]] and etc.) press Ctrl, Shift, and ~.	Amb,Amb
1366	[[Page]] was born and raised in Halifax, Nova Scotia, the daughter of [[Martha Philpotts]], a teacher, and [[Dennis Page]], a graphic designer.	Female,Amb,Amb
1367	[[He]] sadly misses [[family]] and [[friends]].	Male,Amb,Amb
1368	The first two Slipknot albums with [[Taylor's]] vocals, Slipknot and Iowa, both contain substantial explicit content.	Amb
1369	Merchandise based on his [[character]] has been released, including action figures and plush dolls.	Amb
1370	The [[policeman]], [[Xiao Hong]] and [[Yun Xiang]] arrive looking for the jade.	Male,Amb,Amb
1371	The [[actress]] called the [[character]] "a malevolent force" who takes pleasure in her cruelty, something she attributed to a perceived difficult journey to becoming the only female stormtrooper of rank.	Female,Female
1372	[[Miller]] garnered international attention as she ran while 38 weeks 5 days pregnant and gave birth to daughter [[June Audra Miller]] hours later.	Female,Female
1373	[[Bruce]] goes home to Hong Kong after receiving the grim news that his [[father]] has died.	Male,Male
1374	[[Newton]]: his friend, and his [[niece]].	Male,Female
1375	In the earlier work, both the [[girl's]] shoes and the mussel shells near her feet have sexual connotations.	Female
1376	When the centenary of the [[Wright]] brothers' flight approached, a new effort was made to find the lost work, and some correspondence was found in a private American collection.	Male
1377	[[Wright]] won the Golden Globe Award for Best Actress – Television Series Drama for this role at the 71st Golden Globe Awards, becoming the first actress to win a Golden Globe Award for a web television online-only role in a series.	Female
1378	[[Black]] becomes the new narrator.	Amb
1379	The FAA then ordered an internal review of air-traffic communications tapes to comply with the Tribune FOIA request which subsequently uncovered a call by the United [[supervisor]] to an FAA [[manager]] in the airport tower concerning the UFO sighting.	Amb,Amb
1380	From 1998 to 1999, [[she]] was the Deputy [[Head]] of the United Nations Observer Mission in Georgia (Unomig).	Female,Female
1381	The Dark God: [[Satan]] Worship and Black [[Masses]].	Male,Amb
1382	Then the [[angel]] returns to his original position.	Male
1383	He is a big [[fan]] of Baywatch.	Male
1384	She is [[president]] of swimwear retail chain Swimco.	Female
1385	Created by [[Bob Haney]] and [[Howard Purcell]], the [[character]] made her first appearance in Strange Adventures #187 (April 1966).	Amb,Amb,Female
1386	Stars is the 12th studio album by American singer-actress [[Cher]], released in April 19, 1975 by Warner Bros. Records.	Female
1387	[[Metz]], a native of Homestead, Florida, spent her formative years in Japan (her [[dad]] was in the Navy) before moving back to Gainesville, Florida.	Female,Male
1388	It was built in a Neoclassicism style in 1912–1916 by the architect [[G. D. Grimm]] and served as "a refuge for the elderly needy hereditary [[noblemen]] in commemoration of the 300th anniversary of the [[Romanovs']] house" at the forty-prized ones, on the second floor they arranged Church (now the Small Assembly Hall of the Institute).	Amb,Male,Amb
1389	When [[he]] asks her what he has to do in order for them to be together, she tells him sarcastically that he has to tell the [[people]] of the United States and the [[President]] that "my name is [[Khan]] and that I am not a terrorist".	Male,Amb,Amb,Female
1390	If fought as the final [[boss]], she turns into a demon.	Female
1391	IFUSCO (International Finno-Ugric Students' Conference) is an annual international conference for and by the [[students]] of Finno-Ugric languages.	Amb
1392	Дравидийские [[народы]]	Amb
1393	[[Братья]] [[Пресняковы]]	Male,Amb
1394	[[Горнолыжники]] Лихтенштейна	Amb
1395	AEC [[Regent]] III RT	Amb
1396	[[Мисс Вселенная]] 1958	Female
1397	Список основных [[участников]] заговора 20 июля 1944 года	Amb
1398	История [[евреев]] Канады	Amb
1399	Turban [[Cowboy]]	Male
1400	[[Пловцы]] Канады	Amb
1401	[[Супруги]] [[монархов]] Нидерландов	Female,Male
1402	God’s Problem [[Child]]	Amb
1403	The Hollywood [[reporter]] Russian Film Week begins in Israel.	Amb
1404	It has been claimed that as a result "Every book on [[Michelangelo]] will have to be rewritten".	Amb
1405	[[Opponents]] argue that since over 80% of all murder [[victims]] are [[men]], the term places too much emphasis on the less prevalent murder of [[females]].	Amb,Male,Male,Female
1406	"[[Lorde's]] 'Pure Heroine' Is Awash in (Possibly Fake) [[Teen]]-Pop[[-Star]] Ennui".	Amb,Amb,Amb
1407	There is consensus amongst Islamic [[jurists]] and [[social scientists]] that Islam recognizes and upholds the [[individual's]] right to private ownership.	Amb,Amb,Amb
1408	“It was the only movement [[I]] could do,” she explained.	Female
1409	"She's still our [[Lorde]], say [[friends]]".	Female,Amb
1410	[[He]] did hold the controversial notion that the US and the Soviet Union were ruled by similar bureaucratic power [[elites]] and thus were convergent rather than divergent [[societies]].	Male,Amb,Amb
1411	[[He]] had stayed with his [[brother]] because "I thought that if he was going to do anything crazy I might manage to prevent him".	Male,Male
1412	After breaking up and getting back together, [[Wright]] and [[Penn]] married in 1996, and she changed her name to [[Robin]] Wright Penn.	Female,Amb,Female
1413	Her parents, [[Nellie]] and [[Bob Hindley]] (the latter an alcoholic), beat her regularly when she was a young [[child]].	Amb,Amb,Female
1414	In 2011, the 19 years old [[artist]] was invited to Germany as part of the art project, where he designed a play along with his German [[counterparts]].	Male,Amb
1415	A remarkably cold [[individual]], he causes numerous problems for [[Glokta]] when he presents him with the demands of his mysterious [[masters]].	Male,Male,Amb
1416	But [[I]] did it for my [[father]] ..." and elaborated that she was often in conflict with her [[producers]].	Female,Male,Amb
1417	[[He]] is also the [[author]] of Justice in South Africa (1974), The Jail Diary of Albie Sachs (1966), Sexism and the Law (1979), and The Free Diary of Albie Sachs (2004).	Male,Male
1418	Their [[officers]] escaped and the following morning [[Mobutu]] accused [[Kamitatu]], responsible for the provincial [[police]], of plotting against him.	Amb,Male,Amb,Amb
1419	The [[Yankees]] become the most dominant team in baseball, and [[Gehrig]] becomes a [[fan]] favorite.	Amb,Amb,Amb
1420	Feeling that [[Stephen]] likes her, [[Paula]] directly asks him for a major role in his new play.	Male,Female
1421	In most cases, the [[patient]] is advised to rest with the head elevated 30–45°, and sometimes to put patches over the eyes to limit movement prior to treatment in order to allow the blood to settle.	Amb
1422	The album was leaked on 6ix9ine's website on November 24, 2018, and released three days later as a result of the early leaking and at the request of the [[artist]] himself.	Male
1423	In 1934 – [[president]] of the Italian Genetics and Eugenics Society.	Amb
1424	It was noted that: "If the album was a flop, not only would it embarrass [[Lopez]], but it might even damage her career."	Female
1425	Built in the first half of the 19th century as the Norwegian residence of Norwegian and Swedish king [[Charles III]] (Carl Johan, Charles XIV of Sweden, reigned 1818-1844), it serves as the official residence of the present Norwegian [[Monarch]].	Male,Male
1426	Subordination: French Scandinavian Expeditionary [[Corps]] and Reserve of the High Command.	Amb
1427	On April 20, 1998, the new Penal Code was enacted, removing the exceptions that had been instituted in 1973, including the provision for the pregnant [[woman's]] life.	Female
1428	An [[activist]] in the Polish independence movement, he was an officer in the Riflemen Union (Związek Strzelecki).	Male
1429	This inspired [[Rudnick's]] play I Hate Hamlet, about a young TV [[star]] who, as he's about to play Hamlet, is visited by the ghost of [[Barrymore]].	Amb,Male,Amb
1430	In 1978, a female [[customer]] in New York City was denied after she attempted to sell back a diamond ring she had bought from [[Tiffany]] two years earlier for US$100,000.	Female,Amb
1431	In September 2011, [[Smith]] offered her support for raising the $4.6 million needed to help rebuild the Court Theatre in Christchurch, New Zealand, after the earthquake in 2011 which caused severe damage to the area.	Female
1432	The [[writer]] even tried her skills in opera librettos.	Female
1433	According to law enforcement [[officials]], [[Adams]] and her [[husband]] were involved in a custody battle, and hours before checking into the hotel, Adams told the New York Post that her husband and his [[lawyer]] were preventing her from taking her [[son]] on vacation.	Amb,Female,Male,Amb,Male
1434	When told by a fellow [[member]] of the Grey Council that "her Holy War" was almost over, [[she]] simply replied with the question, "But are [[we]] any longer holy?"	Female,Female,Amb
1435	However, press reports indicate that the [[child]] has been placed in rehabilitation by keeping him in a different environment under the care of a [[psychologist]], and as a result the child has given up smoking.	Male,Amb
1436	In some instances, [[Marvin's]] confessions reflected a big discrepancy in dates, geographic data and the seasons when the [[victims]] were allegedly killed, some of the killings and disappearances of [[people]] whom [[Gray]] could theoretically be related to while he was serving time in prison.	Amb,Amb,Amb,Male
1437	Toward the end of his life, [[Smith]] worked as a political liaison officer for Texas Tech University.	Male
1438	[[He]] falls in love, gets married and has a [[child]], and as time goes by he grows in wisdom and matures emotionally.	Male,Amb
1439	[[Marge]] decides to save money in a very paranoid way by buying imitation brands of cereal and coffee, and convinces [[Maggie]] to conserve her pacifier.	Amb,Female
1440	In her solo series, the [[character]] splits her time between studying computer science at Empire State University, and fighting crime both solo and as a member of the [[Avengers]].	Female,Amb
1441	[[Kubicina]] later found out that the U.S. [[Navy]] had also interviewed [[Hartwig's]] best [[friend]] from high school and lied to him about what she had said.	Amb,Amb,Male,Female
1442	Some time later, [[Dave]] has abandoned his superhero identity, instead joining the [[police]] and remaining with [[Valerie]].	Male,Amb,Amb
1443	Recalled to the [[witness]] box, [[Moore]] said that he had refused to employ [[James Orsborne]] because he considered him dishonest.	Amb,Male,Male
1444	[[Ashley]] only aborted her [[baby]] because [[Victor's]] wife [[Nikki]] was then presumed to be terminally ill, and Ashley did not want to cause her pain.	Female,Amb,Amb,Female
1445	A [[critic]] for Next Generation dissented with the majority opinion; while he said that the game occasionally suffers from erratic camera movements and requires multiple [[players]] to get full enjoyment out of it, he generally applauded White Men Can't Jump for its intense violence, "swooping" camera angles, sprite scaling, street-style audio commentary, and generally solid balance.	Male,Amb
1446	Billboard reporter [[Carla Hay]] also noted, "I don't think [[people]] who buy records are too concerned about the background of the video's [[director]]."	Amb,Amb,Amb
1447	The [[company’s]] main focus was creation of IT solutions for online casinos and health monitoring applications.	Amb
1448	For this reason M8 is called the [[Wagner]] graph.	Amb
1449	A second year high school [[student]] who can't leave [[people]] in trouble alone.	Amb,Amb
1450	The [[Doctor]] sends [[Amy]] to find components that he can use to create a device that will blind the [[Daleks]].	Male,Amb,Amb
1451	Although football continues to be the most popular sport in the country, the majority of domestic league matches attract very few [[spectators]] (sometimes less than a handful), earning the [[clubs]] and the MFA very little income and leaving the [[players]] without the motivation to showcase their skills.	Amb,Amb,Amb
1452	Berries have been valuable as a food source for [[humans]] since before the start of agriculture, and remain among the primary food sources of other [[primates]].	Amb,Amb
1453	As a [[child]], [[she]] appeared in several commercials for various [[companies]] and products, and most notably, a safety video for Korean Air.	Female,Female,Amb
1454	The [[association]] claimed that the site was not a single video or song, the legality of which is confirmed by the spread of the copyright [[owner]].	Amb,Amb
1455	[[Allen]] was the main suspect in the Zodiac case from 1971 until October 2002, ten years after his death, when his DNA was compared to a partial DNA profile obtained from saliva recovered on the underside of a postage stamp and envelopes from verified Zodiac letters.	Male
1456	While watching him work on the set of the film based on my life—Patch Adams–[[I]] saw that whenever there was a stressful moment, [[Robin]] would tap into his improvisation style to lighten the mood of [[cast]] and [[crew]].	Amb,Male,Amb,Amb
1457	[[Marie]] was sent to Monaco by her [[consort]] during his military service in 1692, where she was joined by her [[spouse]] some time later.	Female,Male,Amb
1458	[[She]] is best known for being the [[author]] of Bonjour paresse, a cynical critique of French corporate culture.	Female,Female
1459	In a previous episode of the show, a [[character]] used the secret password "Etudes", the name of his online teaching software.	Male
1460	Thus, a "better" language should allow the [[speaker]] to think more clearly or intelligently or to encompass more points of view; this was the intention of [[Suzette Haden Elgin]] in creating Láadan, a feminist language embodied in her feminist science fiction series Native Tongue.	Amb,Female
1461	Among the [[student]] organizations: BEST Milano (Board of European Students of Technology) a European non-profit and politically neutral organization, focus on Empowered diversity, done by students for the students and present in more than 30 countries.	Amb
1462	Months later, in September, [[Mormoris]] announced that the [[singer]] had agreed to a long-term licensing deal allowing [[Coty]] to release fragrances under her name, with the first perfume expected to be released in spring 2012.	Amb,Amb,Female
1463	This is particularly true for aspects of the [[physician]]-[[patient]] interaction, such as screening procedures, information exchanges, and treatment decisions.	Amb,Amb
1464	[[You're]] open with [[people]], and then they try and make a soap opera out of your life."	Amb,Amb
1465	In 1410 [[Pobóg]] clan participated under its own colours in the biggest and most famous battle in Europe at this time, at Grunwald (Tannenberg), where the Polish and Lithuanian [[armies]] were victorious against the Teutonic Order.	Amb,Amb
1466	The mandatory school age ranges between 5–7 to 16–18 years, contributing to an [[adult]] literacy rate of 99 percent.	Amb
1467	It shows seven bronze [[figures]] descending a flight of stairs.	Amb
1468	The battle phase begins when [[Amy]] is attacked by a wild [[fairy]] or challenged to a fairy duel, and ends when all [[enemies]] or her own fairies are defeated.	Female,Female,Amb
1469	It has been said that [[Noguchi]] wrote the lyrics to "Shabondama (Soap bubbles)" in 1922, when he wrote of a bubble blown out of a straw that burst and faded before uplifting itself into air; in remembrance of his own [[child]] that died without her chance in life.	Male,Female
1470	She has described herself as having been a very shy and introverted [[child]], relating in a 2001 interview with AVN, "I used to hide behind my [[parents']] legs when [[people]] would say hi to me."	Female,Amb,Amb
1471	The two songs were selected out of sessions that generated fifteen tracks and [[Smith]] later said the [[band]] had hopes to use along with new compositions to create a full album after finishing the tour, but the idea was vetoed by [[Frusciante]] because his musical influences and styles had evolved and he wanted to do something new.	Amb,Amb,Male
1472	[[Foer]] later recalled that "she was the first [[person]] to ever make me think I should try to write in any sort of serious way.	Amb,Female
1473	The article came to the attention of [[Miyazaki]] himself, who invited [[Smith]] to Studio Ghibli for a meeting.	Male,Amb
1474	Each [[character]] has two special attacks.	Amb
1475	[[Sophia]] administered her wittum, the districts of Rehna and Wittenburg very cautiously, economincally and carefully.	Female
1476	[[Farmer]] accepted to perform her song provided to sing at the lead of the program.	Female
1477	[[Bono's]] trip also inspired "Mothers of the Disappeared", after he met [[members]] of [[COMADRES]]—the Mothers of the Disappeared—a group of women whose [[children]] were killed or "disappeared" during the civil war at the hands of the local [[government]].	Male,Female,Female,Amb,Amb
1478	In his early work, the [[artist]] remained indebted to his teacher [[Courtens]] and was influenced by [[Emile Claus]].	Male,Amb,Amb
1479	During the voyage, [[Sally]] takes loving care of the [[child]] while [[Sam]] protects her from the lusty [[sailors]] on board.	Amb,Female,Amb,Amb
1480	Born as a [[citizen]] of the Republic of China, she did not become a citizen of Japan until 1985 when the Nationality Law was amended to allow Japanese [[mothers]] to pass Japanese nationality to their [[children]].	Female,Female,Amb
1481	[[Smith]] had [[relatives]] in Eketahuna, New Zealand, because her maternal aunt, [[Harriet Millward]], had married and moved there.	Female,Amb,Female
1482	As a [[child]], [[she]] took part in plays and also studied ballet, jazz and tap and the violin, as well as participating in summer theatre.	Female,Female
1483	The mini-series would lead into a dual storyline running in the pages of New Avengers #17–24 and Avengers #18–24, in which the [[character]] formed a new version of the Dark [[Avengers]] and ultimately garnered new powers, having turned himself into a Super-Adaptoid.	Male,Amb
1484	Thus, [[he]] is sent back to Earth; now in the form of a young [[cat]], but still able to remember his former life as a boy.	Male,Male
1485	As a [[citizen]] of the country, he travels freely in Bhutan, and celebrates the Christmas Mass under the pretext of his birthday on December 24.	Male
1486	Controversy of the [[character]] arose with the decision to connect her history to [[Spock's family]], with debates of continuity discussed among [[Trekkies]].	Female,Amb,Amb
1487	On September 23, 2004, the RIAA certified Up! at 11× Platinum, giving her the distinction of being the only female [[artist]] to have three consecutive Diamond albums released in the United States.	Female
1488	[[Heidi Blickenstaff]] reprises her role as the mother, [[Katherine]] Blake, from the stage version, and [[Cozi Zuehlsdorff]] plays the daughter, Ellie Blake.	Female,Female,Female
1489	The fief had a rating of 619,500 koku, a koku being the quantity of rice necessary to feed one [[person]] for a year (about 180 liters), and was the largest of the three.	Amb
1490	[[Dekker]] describes his [[character]] as "a continuation of [[Eddie Furlong's]] character" but "he's in a darker, more mature place now".	Male,Male,Amb
1491	[[Dave Marsh]], in The Rolling Stone Illustrated History of Rock and Roll, wrote that "there are few moments in the repertoire of recorded rock where a [[singer]] or [[writer]] has reached so deeply into himself that the effect of hearing them is akin to witnessing a murder, or a suicide … to me, 'Layla' is the greatest of them."	Amb,Male,Male
1492	She's a [[fan]] of Opera.	Female
1493	In the late 1800s and early 1900s, it was reported that the [[people]] from the interior of the island of Borneo believed that slow lorises were the gatekeepers for the heavens and that each [[person]] had a personal slow loris waiting for them in the afterlife.	Amb,Amb
1494	[[She]] was aware that their second [[child]] was a boy, but did not share the knowledge with [[anyone]] else, including the [[Prince of]] Wales.	Female,Male,Amb,Male
1495	[[Arya]] refuses all of [[Jaqen's]] offers, and Jaqen tells Arya to follow him, telling her she no longer needs to live as a beggar on the streets.	Female,Male
1496	He was the Germany national handball team [[coach]] from 1997 to 2011.	Male
1497	Infectious Diseases of the [[Dog]] and [[Cat]].	Amb,Amb
1498	While discussing possible concepts for the series during the meeting, [[Justice]] mentioned that she had attended a performing arts middle school.	Female
1499	The [[university]] holds a number of formal links with [[institutions]] from around the world to share teaching and research and facilitate [[staff]] and [[student]] exchanges.	Amb,Amb,Amb,Amb
1500	The immediate causes of the mutiny were a trial of a southern [[member]] of the national assembly and an allegedly false telegram urging northern [[administrators]] in the South to oppress [[Southerners]].	Amb,Amb,Amb
1501	[[Dave Foster]] of DVD Times said that "Homer the Smithers" shows "just how dependent upon [[Smithers]] Mr. [[Burns]] is".	Amb,Amb,Male
1502	In 1639, the land was leased to [[Charles I]] until his execution ten years later, when it was sold to [[Ralph Harrison]].	Male,Amb
1503	[[Ellen]] encounters her possessed [[friend]] and flees into another room, grabbing knives to protect her.	Female,Female
1504	On the front of the pillar is a relief entitled De Vrede ("Peace"), consisting of four chained male [[figures]], representing the suffering endured during the war.	Male
1505	Two years after her [[mother's]] death, her [[father]] married the [[family's]] housekeeper, [[Joan Gustafson]].	Female,Male,Amb,Amb
1506	This resulted in only [[women]], [[children]] and the [[elderly]] remaining in the village.	Female,Amb,Amb
1507	[[He]] blamed [[Uther]] for his [[sister's]] death in childbirth and was killed by Uther in a duel to the death.	Male,Male,Female
1508	Mainly for the sake of the [[girls']] education, the [[family]] moved back to Zurich in 1950, where [[Carigiet]] took up his work as a graphic designer again, while also continuing his artistic pursuits.	Female,Amb,Male
